case_id,Resource,Prefix,Prefix Length,Next-Feature,Last-Feature
Case 3694,6,3 6 0 0 0 0 0 0 0 0 0 0 0 0,2,3,2
Case 3695,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,2
Case 3695,5,5 5 0 0 0 0 0 0 0 0 0 0 0 0,2,5,2
Case 3695,5,5 5 5 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3696,8,8 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 3696,9,8 9 0 0 0 0 0 0 0 0 0 0 0 0,2,7,1
Case 3696,8,8 9 8 0 0 0 0 0 0 0 0 0 0 0,3,10,1
Case 3696,2,8 9 8 2 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3697,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3697,9,3 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3697,9,3 9 9 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 3697,9,3 9 9 9 0 0 0 0 0 0 0 0 0 0,4,8,2
Case 3697,9,3 9 9 9 9 0 0 0 0 0 0 0 0 0,5,3,2
Case 3698,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3698,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3698,9,2 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3699,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3699,2,11 2 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3699,9,11 2 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 37,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,2
Case 37,5,5 5 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 37,6,5 5 6 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 37,9,5 5 6 9 0 0 0 0 0 0 0 0 0 0,4,8,2
Case 37,9,5 5 6 9 9 0 0 0 0 0 0 0 0 0,5,8,2
Case 37,9,5 5 6 9 9 9 0 0 0 0 0 0 0 0,6,8,2
Case 37,9,5 5 6 9 9 9 9 0 0 0 0 0 0 0,7,8,2
Case 37,9,5 5 6 9 9 9 9 9 0 0 0 0 0 0,8,3,2
Case 370,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 370,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,1
Case 370,9,2 9 9 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3700,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,12,2
Case 3700,13,2 13 0 0 0 0 0 0 0 0 0 0 0 0,2,10,2
Case 3700,2,2 13 2 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3701,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3701,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3701,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3702,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3702,9,6 9 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3702,3,6 9 3 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3703,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,2
Case 3703,18,9 18 0 0 0 0 0 0 0 0 0 0 0 0,2,16,2
Case 3703,18,9 18 18 0 0 0 0 0 0 0 0 0 0 0,3,16,2
Case 3703,18,9 18 18 18 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3704,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3704,6,6 6 0 0 0 0 0 0 0 0 0 0 0 0,2,3,2
Case 3705,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,1
Case 3705,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,16,1
Case 3705,18,2 2 18 0 0 0 0 0 0 0 0 0 0 0,3,16,1
Case 3705,18,2 2 18 18 0 0 0 0 0 0 0 0 0 0,4,15,1
Case 3705,17,2 2 18 18 17 0 0 0 0 0 0 0 0 0,5,15,1
Case 3705,17,2 2 18 18 17 17 0 0 0 0 0 0 0 0,6,1,1
Case 3706,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3706,9,6 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3706,9,6 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3707,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,14,2
Case 3707,16,2 16 0 0 0 0 0 0 0 0 0 0 0 0,2,14,2
Case 3707,16,2 16 16 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3708,12,12 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 3708,9,12 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,1
Case 3708,9,12 9 9 0 0 0 0 0 0 0 0 0 0 0,3,8,1
Case 3708,9,12 9 9 9 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3709,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3709,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3709,9,2 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 371,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 371,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,2
Case 371,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3710,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3710,3,3 3 0 0 0 0 0 0 0 0 0 0 0 0,2,12,2
Case 3710,13,3 3 13 0 0 0 0 0 0 0 0 0 0 0,3,12,2
Case 3710,13,3 3 13 13 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3711,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3711,6,6 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3711,6,6 6 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3712,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3712,6,2 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3712,6,2 6 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3713,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3713,9,11 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3713,9,11 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3714,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3714,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3714,9,2 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3715,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,2
Case 3715,11,11 11 0 0 0 0 0 0 0 0 0 0 0 0,2,11,2
Case 3715,11,11 11 11 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3716,10,10 0 0 0 0 0 0 0 0 0 0 0 0 0,1,9,2
Case 3716,10,10 10 0 0 0 0 0 0 0 0 0 0 0 0,2,9,2
Case 3716,10,10 10 10 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3717,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,17,2
Case 3717,19,5 19 0 0 0 0 0 0 0 0 0 0 0 0,2,17,2
Case 3717,19,5 19 19 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 3717,9,5 19 19 9 0 0 0 0 0 0 0 0 0 0,4,12,2
Case 3717,13,5 19 19 9 13 0 0 0 0 0 0 0 0 0,5,12,2
Case 3717,13,5 19 19 9 13 13 0 0 0 0 0 0 0 0,6,3,2
Case 3718,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3718,6,2 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3718,6,2 6 6 0 0 0 0 0 0 0 0 0 0 0,3,6,2
Case 3718,6,2 6 6 6 0 0 0 0 0 0 0 0 0 0,4,6,2
Case 3718,6,2 6 6 6 6 0 0 0 0 0 0 0 0 0,5,6,2
Case 3718,6,2 6 6 6 6 6 0 0 0 0 0 0 0 0,6,3,2
Case 3719,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3719,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,2
Case 3719,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 372,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 372,6,11 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 372,6,11 6 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3720,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,2
Case 3720,18,5 18 0 0 0 0 0 0 0 0 0 0 0 0,2,16,2
Case 3720,18,5 18 18 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3721,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3721,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3721,3,2 3 3 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3722,8,8 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,3
Case 3722,9,8 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,3
Case 3722,9,8 9 9 0 0 0 0 0 0 0 0 0 0 0,3,19,3
Case 3722,21,8 9 9 21 0 0 0 0 0 0 0 0 0 0,4,19,3
Case 3723,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,12,2
Case 3723,13,11 13 0 0 0 0 0 0 0 0 0 0 0 0,2,12,2
Case 3723,13,11 13 13 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3724,13,13 0 0 0 0 0 0 0 0 0 0 0 0 0,1,12,2
Case 3724,13,13 13 0 0 0 0 0 0 0 0 0 0 0 0,2,12,2
Case 3724,13,13 13 13 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3725,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3725,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,2
Case 3725,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3726,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3726,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3726,9,2 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3727,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,2
Case 3727,11,11 11 0 0 0 0 0 0 0 0 0 0 0 0,2,11,2
Case 3727,11,11 11 11 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3728,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3728,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3728,9,2 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3729,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3729,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,3,2
Case 373,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 373,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 373,3,2 3 3 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3730,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,2
Case 3730,11,11 11 0 0 0 0 0 0 0 0 0 0 0 0,2,11,2
Case 3730,11,11 11 11 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3731,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3731,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3731,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3732,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3732,6,2 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3732,6,2 6 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3733,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,2
Case 3733,11,2 11 0 0 0 0 0 0 0 0 0 0 0 0,2,11,2
Case 3733,11,2 11 11 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3734,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,12,2
Case 3734,13,6 13 0 0 0 0 0 0 0 0 0 0 0 0,2,12,2
Case 3734,13,6 13 13 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3735,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3735,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3735,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3736,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,2
Case 3736,11,11 11 0 0 0 0 0 0 0 0 0 0 0 0,2,3,2
Case 3737,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3737,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3737,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3738,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,12,2
Case 3738,13,3 13 0 0 0 0 0 0 0 0 0 0 0 0,2,12,2
Case 3738,13,3 13 13 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3739,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,2
Case 3739,18,11 18 0 0 0 0 0 0 0 0 0 0 0 0,2,3,2
Case 374,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,1
Case 374,11,2 11 0 0 0 0 0 0 0 0 0 0 0 0,2,10,1
Case 374,2,2 11 2 0 0 0 0 0 0 0 0 0 0 0,3,10,1
Case 374,2,2 11 2 2 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3740,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3740,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3740,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,7,2
Case 3740,8,9 9 9 8 0 0 0 0 0 0 0 0 0 0,4,8,2
Case 3740,9,9 9 9 8 9 0 0 0 0 0 0 0 0 0,5,8,2
Case 3740,9,9 9 9 8 9 9 0 0 0 0 0 0 0 0,6,8,2
Case 3740,9,9 9 9 8 9 9 9 0 0 0 0 0 0 0,7,3,2
Case 3741,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3741,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,2
Case 3741,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3742,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,1
Case 3742,6,11 6 0 0 0 0 0 0 0 0 0 0 0 0,2,11,1
Case 3742,11,11 6 11 0 0 0 0 0 0 0 0 0 0 0,3,1,1
Case 3743,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,12,2
Case 3743,13,11 13 0 0 0 0 0 0 0 0 0 0 0 0,2,17,2
Case 3743,19,11 13 19 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3744,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3744,9,5 9 0 0 0 0 0 0 0 0 0 0 0 0,2,9,2
Case 3744,10,5 9 10 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 3744,9,5 9 10 9 0 0 0 0 0 0 0 0 0 0,4,9,2
Case 3744,10,5 9 10 9 10 0 0 0 0 0 0 0 0 0,5,9,2
Case 3744,10,5 9 10 9 10 10 0 0 0 0 0 0 0 0,6,3,2
Case 3745,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 3745,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,6,1
Case 3745,6,2 9 6 0 0 0 0 0 0 0 0 0 0 0,3,6,1
Case 3745,6,2 9 6 6 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3746,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3746,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3746,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3747,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3747,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,2
Case 3747,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3748,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,2
Case 3748,5,5 5 0 0 0 0 0 0 0 0 0 0 0 0,2,5,2
Case 3748,5,5 5 5 0 0 0 0 0 0 0 0 0 0 0,3,5,2
Case 3748,5,5 5 5 5 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3749,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3749,9,3 9 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3749,6,3 9 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 375,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 375,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,2
Case 375,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3750,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3750,9,6 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3750,9,6 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3751,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,12,2
Case 3751,13,11 13 0 0 0 0 0 0 0 0 0 0 0 0,2,12,2
Case 3751,13,11 13 13 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3752,10,10 0 0 0 0 0 0 0 0 0 0 0 0 0,1,9,2
Case 3752,10,10 10 0 0 0 0 0 0 0 0 0 0 0 0,2,9,2
Case 3752,10,10 10 10 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3753,11,11 0 0 0 0 0 0 0 0 0 0 0 0 0,1,12,2
Case 3753,13,11 13 0 0 0 0 0 0 0 0 0 0 0 0,2,14,2
Case 3753,16,11 13 16 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3754,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3754,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,3,2
Case 3755,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,2
Case 3755,11,3 11 0 0 0 0 0 0 0 0 0 0 0 0,2,11,2
Case 3755,11,3 11 11 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3756,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3756,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3756,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3757,13,13 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,2
Case 3757,4,13 4 0 0 0 0 0 0 0 0 0 0 0 0,2,4,2
Case 3757,4,13 4 4 0 0 0 0 0 0 0 0 0 0 0,3,4,2
Case 3757,4,13 4 4 4 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3758,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3758,3,5 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3758,3,5 3 3 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3759,4,4 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3759,9,4 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3759,9,4 9 9 0 0 0 0 0 0 0 0 0 0 0,3,7,2
Case 3759,8,4 9 9 8 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 376,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,16,2
Case 376,18,9 18 0 0 0 0 0 0 0 0 0 0 0 0,2,16,2
Case 376,18,9 18 18 0 0 0 0 0 0 0 0 0 0 0,3,16,2
Case 376,18,9 18 18 18 0 0 0 0 0 0 0 0 0 0,4,16,2
Case 376,18,9 18 18 18 18 0 0 0 0 0 0 0 0 0,5,3,2
Case 3760,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3760,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,3,2
Case 3761,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3761,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,3,2
Case 3762,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3762,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3762,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3763,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,6,2
Case 3763,6,2 6 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3763,6,2 6 6 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3764,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,2
Case 3764,11,2 11 0 0 0 0 0 0 0 0 0 0 0 0,2,11,2
Case 3764,11,2 11 11 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3765,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3765,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,2
Case 3765,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3766,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,13,1
Case 3766,14,9 14 0 0 0 0 0 0 0 0 0 0 0 0,2,13,1
Case 3766,14,9 14 14 0 0 0 0 0 0 0 0 0 0 0,3,13,1
Case 3766,14,9 14 14 14 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3767,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3767,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3767,9,2 9 9 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 3767,9,2 9 9 9 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3768,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,2
Case 3768,5,5 5 0 0 0 0 0 0 0 0 0 0 0 0,2,6,2
Case 3768,6,5 5 6 0 0 0 0 0 0 0 0 0 0 0,3,6,2
Case 3768,6,5 5 6 6 0 0 0 0 0 0 0 0 0 0,4,6,2
Case 3768,6,5 5 6 6 6 0 0 0 0 0 0 0 0 0,5,6,2
Case 3768,6,5 5 6 6 6 6 0 0 0 0 0 0 0 0,6,6,2
Case 3768,6,5 5 6 6 6 6 6 0 0 0 0 0 0 0,7,3,2
Case 3769,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,11,2
Case 3769,11,2 11 0 0 0 0 0 0 0 0 0 0 0 0,2,11,2
Case 3769,11,2 11 11 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 377,6,6 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 377,3,6 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 377,3,6 3 3 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3770,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,15,1
Case 3770,17,2 17 0 0 0 0 0 0 0 0 0 0 0 0,2,8,1
Case 3770,9,2 17 9 0 0 0 0 0 0 0 0 0 0 0,3,12,1
Case 3770,13,2 17 9 13 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3771,9,9 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3771,9,9 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3771,9,9 9 9 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 3771,9,9 9 9 9 0 0 0 0 0 0 0 0 0 0,4,8,2
Case 3771,9,9 9 9 9 9 0 0 0 0 0 0 0 0 0,5,3,2
Case 3772,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3772,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,10,2
Case 3772,2,2 2 2 0 0 0 0 0 0 0 0 0 0 0,3,8,2
Case 3772,9,2 2 2 9 0 0 0 0 0 0 0 0 0 0,4,8,2
Case 3772,9,2 2 2 9 9 0 0 0 0 0 0 0 0 0,5,3,2
Case 3773,3,3 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3773,3,3 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3773,3,3 3 3 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3774,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,10,2
Case 3774,2,2 2 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3774,3,2 2 3 0 0 0 0 0 0 0 0 0 0 0,3,2,2
Case 3774,3,2 2 3 3 0 0 0 0 0 0 0 0 0 0,4,3,2
Case 3775,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
Case 3775,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,1
Case 3775,9,2 9 9 0 0 0 0 0 0 0 0 0 0 0,3,8,1
Case 3775,9,2 9 9 9 0 0 0 0 0 0 0 0 0 0,4,1,1
Case 3776,8,8 0 0 0 0 0 0 0 0 0 0 0 0 0,1,22,1
Case 3776,12,8 12 0 0 0 0 0 0 0 0 0 0 0 0,2,15,1
Case 3776,17,8 12 17 0 0 0 0 0 0 0 0 0 0 0,3,15,1
Case 3776,17,8 12 17 17 0 0 0 0 0 0 0 0 0 0,4,15,1
Case 3776,17,8 12 17 17 17 0 0 0 0 0 0 0 0 0,5,1,1
Case 3777,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,2
Case 3777,9,2 9 0 0 0 0 0 0 0 0 0 0 0 0,2,8,2
Case 3777,9,2 9 9 0 0 0 0 0 0 0 0 0 0 0,3,3,2
Case 3778,5,5 0 0 0 0 0 0 0 0 0 0 0 0 0,1,5,2
Case 3778,5,5 5 0 0 0 0 0 0 0 0 0 0 0 0,2,5,2
Case 3778,5,5 5 5 0 0 0 0 0 0 0 0 0 0 0,3,2,2
Case 3778,3,5 5 5 3 0 0 0 0 0 0 0 0 0 0,4,2,2
Case 3778,3,5 5 5 3 3 0 0 0 0 0 0 0 0 0,5,2,2
Case 3778,3,5 5 5 3 3 3 0 0 0 0 0 0 0 0,6,3,2
Case 3779,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2
Case 3779,3,2 3 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2
Case 3779,3,2 3 3 0 0 0 0 0 0 0 0 0 0 0,3,2,2
Case 3779,3,2 3 3 3 0 0 0 0 0 0 0 0 0 0,4,8,2
Case 3779,9,2 3 3 3 9 0 0 0 0 0 0 0 0 0,5,8,2
Case 3779,9,2 3 3 3 9 9 0 0 0 0 0 0 0 0,6,3,2
Case 378,2,2 0 0 0 0 0 0 0 0 0 0 0 0 0,1,8,1
