case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next,Resource,Resource_prefix,Resource_k,Resource_next
Case 981,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value_1,Value_1 Value_1 Value_1,2,Value_1
Case 981,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value_1,Value_1 Value_1 Value_1 Value_1,3,Value_5
Case 981,closed,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket closed,4,[END],Value_5,Value_1 Value_1 Value_1 Value_1 Value_5,4,[END]
Case 982,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_1
Case 982,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_1,Value_1 Value_1,1,Value_1
Case 982,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_1,Value_1 Value_1 Value_1,2,Value_5
Case 982,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_1 Value_1 Value_1 Value_5,3,[END]
Case 983,assign-seriousness,assign-seriousness,0,resolve-ticket,Value_13,Value_13,0,Value_13
Case 983,resolve-ticket,assign-seriousness resolve-ticket,1,closed,Value_13,Value_13 Value_13,1,Value_5
Case 983,closed,assign-seriousness resolve-ticket closed,2,[END],Value_5,Value_13 Value_13 Value_5,2,[END]
Case 984,take-in-charge-ticket,take-in-charge-ticket,0,resolve-ticket,Value_1,Value_1,0,Value_1
Case 984,resolve-ticket,take-in-charge-ticket resolve-ticket,1,closed,Value_1,Value_1 Value_1,1,Value_3
Case 984,closed,take-in-charge-ticket resolve-ticket closed,2,[END],Value_3,Value_1 Value_1 Value_3,2,[END]
Case 985,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_19,Value_19,0,Value_17
Case 985,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_17,Value_19 Value_17,1,Value_17
Case 985,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_17,Value_19 Value_17 Value_17,2,Value_5
Case 985,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_19 Value_17 Value_17 Value_5,3,[END]
Case 986,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_14,Value_14,0,Value_12
Case 986,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_12,Value_14 Value_12,1,Value_12
Case 986,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value_12,Value_14 Value_12 Value_12,2,Value_12
Case 986,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value_12,Value_14 Value_12 Value_12 Value_12,3,Value_3
Case 986,closed,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,[END],Value_3,Value_14 Value_12 Value_12 Value_12 Value_3,4,[END]
Case 987,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_2
Case 987,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_2 Value_2,1,Value_2
Case 987,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value_2,Value_2 Value_2 Value_2,2,Value_2
Case 987,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,resolve-ticket,Value_2,Value_2 Value_2 Value_2 Value_2,3,Value_2
Case 987,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,closed,Value_2,Value_2 Value_2 Value_2 Value_2 Value_2,4,Value_5
Case 987,closed,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,5,[END],Value_5,Value_2 Value_2 Value_2 Value_2 Value_2 Value_5,5,[END]
Case 988,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_13,Value_13,0,Value_2
Case 988,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_2,Value_13 Value_2,1,Value_9
Case 988,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value_9,Value_13 Value_2 Value_9,2,Value_9
Case 988,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value_9,Value_13 Value_2 Value_9 Value_9,3,Value_3
Case 988,closed,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,[END],Value_3,Value_13 Value_2 Value_9 Value_9 Value_3,4,[END]
Case 989,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_2
Case 989,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_2,Value_1 Value_2,1,Value_9
Case 989,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value_9,Value_1 Value_2 Value_9,2,Value_9
Case 989,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value_9,Value_1 Value_2 Value_9 Value_9,3,Value_3
Case 989,closed,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,[END],Value_3,Value_1 Value_2 Value_9 Value_9 Value_3,4,[END]
Case 990,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_13,Value_13,0,Value_6
Case 990,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_6,Value_13 Value_6,1,Value_6
Case 990,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_6,Value_13 Value_6 Value_6,2,Value_5
Case 990,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_13 Value_6 Value_6 Value_5,3,[END]
Case 991,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_8
Case 991,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_8,Value_8 Value_8,1,Value_6
Case 991,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value_6,Value_8 Value_8 Value_6,2,Value_11
Case 991,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value_11,Value_8 Value_8 Value_6 Value_11,3,Value_11
Case 991,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value_11,Value_8 Value_8 Value_6 Value_11 Value_11,4,Value_5
Case 991,closed,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,[END],Value_5,Value_8 Value_8 Value_6 Value_11 Value_11 Value_5,5,[END]
Case 992,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_12,Value_12,0,Value_2
Case 992,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_12 Value_2,1,Value_2
Case 992,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_12 Value_2 Value_2,2,Value_5
Case 992,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_12 Value_2 Value_2 Value_5,3,[END]
Case 993,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_8
Case 993,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_8,Value_8 Value_8,1,Value_2
Case 993,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value_2,Value_8 Value_8 Value_2,2,Value_2
Case 993,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value_2,Value_8 Value_8 Value_2 Value_2,3,Value_2
Case 993,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value_2,Value_8 Value_8 Value_2 Value_2 Value_2,4,Value_5
Case 993,closed,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,[END],Value_5,Value_8 Value_8 Value_2 Value_2 Value_2 Value_5,5,[END]
Case 994,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_9,Value_9,0,Value_8
Case 994,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_8,Value_9 Value_8,1,Value_2
Case 994,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_9 Value_8 Value_2,2,Value_5
Case 994,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_9 Value_8 Value_2 Value_5,3,[END]
Case 995,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_8
Case 995,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_8,Value_8 Value_8,1,Value_6
Case 995,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value_6,Value_8 Value_8 Value_6,2,Value_6
Case 995,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value_6,Value_8 Value_8 Value_6 Value_6,3,Value_6
Case 995,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value_6,Value_8 Value_8 Value_6 Value_6 Value_6,4,Value_5
Case 995,closed,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,[END],Value_5,Value_8 Value_8 Value_6 Value_6 Value_6 Value_5,5,[END]
Case 996,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_6
Case 996,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_6,Value_8 Value_6,1,Value_6
Case 996,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_6,Value_8 Value_6 Value_6,2,Value_5
Case 996,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_8 Value_6 Value_6 Value_5,3,[END]
Case 997,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_13
Case 997,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_13,Value_1 Value_13,1,Value_13
Case 997,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_13,Value_1 Value_13 Value_13,2,Value_5
Case 997,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_1 Value_13 Value_13 Value_5,3,[END]
Case 998,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_9,Value_9,0,Value_2
Case 998,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_2,Value_9 Value_2,1,Value_9
Case 998,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value_9,Value_9 Value_2 Value_9,2,Value_9
Case 998,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value_9,Value_9 Value_2 Value_9 Value_9,3,Value_3
Case 998,closed,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,[END],Value_3,Value_9 Value_2 Value_9 Value_9 Value_3,4,[END]
Case 999,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_12
Case 999,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_12,Value_1 Value_12,1,Value_12
Case 999,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_12,Value_1 Value_12 Value_12,2,Value_3
Case 999,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_3,Value_1 Value_12 Value_12 Value_3,3,[END]
Case 1000,assign-seriousness,assign-seriousness,0,assign-seriousness,Value_2,Value_2,0,Value_2
Case 1000,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value_2,Value_2 Value_2,1,Value_2
Case 1000,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value_2,Value_2 Value_2 Value_2,2,Value_2
Case 1000,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value_2,Value_2 Value_2 Value_2 Value_2,3,Value_5
Case 1000,closed,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,[END],Value_5,Value_2 Value_2 Value_2 Value_2 Value_5,4,[END]
Case 1001,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_4,Value_4,0,Value_4
Case 1001,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_4,Value_4 Value_4,1,Value_4
Case 1001,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_4,Value_4 Value_4 Value_4,2,Value_3
Case 1001,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_3,Value_4 Value_4 Value_4 Value_3,3,[END]
Case 1002,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_19,Value_19,0,Value_2
Case 1002,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_19 Value_2,1,Value_2
Case 1002,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_19 Value_2 Value_2,2,Value_5
Case 1002,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_19 Value_2 Value_2 Value_5,3,[END]
Case 1003,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_2
Case 1003,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_8 Value_2,1,Value_2
Case 1003,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_8 Value_2 Value_2,2,Value_5
Case 1003,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_8 Value_2 Value_2 Value_5,3,[END]
Case 1004,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_9
Case 1004,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_9,Value_1 Value_9,1,Value_9
Case 1004,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_9,Value_1 Value_9 Value_9,2,Value_5
Case 1004,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_1 Value_9 Value_9 Value_5,3,[END]
Case 1005,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_2
Case 1005,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_8 Value_2,1,Value_2
Case 1005,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_8 Value_2 Value_2,2,Value_5
Case 1005,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_8 Value_2 Value_2 Value_5,3,[END]
Case 1006,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_2
Case 1006,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_2 Value_2,1,Value_2
Case 1006,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_2 Value_2 Value_2,2,Value_5
Case 1006,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_2 Value_2 Value_2 Value_5,3,[END]
Case 1007,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_9
Case 1007,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_9,Value_1 Value_9,1,Value_12
Case 1007,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_12,Value_1 Value_9 Value_12,2,Value_3
Case 1007,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_3,Value_1 Value_9 Value_12 Value_3,3,[END]
Case 1008,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_4,Value_4,0,Value_16
Case 1008,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_16,Value_4 Value_16,1,Value_16
Case 1008,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_16,Value_4 Value_16 Value_16,2,Value_5
Case 1008,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_4 Value_16 Value_16 Value_5,3,[END]
Case 1009,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_9
Case 1009,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_9,Value_1 Value_9,1,Value_9
Case 1009,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value_9,Value_1 Value_9 Value_9,2,Value_9
Case 1009,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value_9,Value_1 Value_9 Value_9 Value_9,3,Value_5
Case 1009,closed,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,[END],Value_5,Value_1 Value_9 Value_9 Value_9 Value_5,4,[END]
Case 1010,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_14,Value_14,0,Value_2
Case 1010,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade,Value_2,Value_14 Value_2,1,Value_1
Case 1010,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket,Value_1,Value_14 Value_2 Value_1,2,Value_1
Case 1010,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,closed,Value_1,Value_14 Value_2 Value_1 Value_1,3,Value_3
Case 1010,closed,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket closed,4,[END],Value_3,Value_14 Value_2 Value_1 Value_1 Value_3,4,[END]
Case 1011,insert-ticket,insert-ticket,0,assign-seriousness,Value_15,Value_15,0,Value_15
Case 1011,assign-seriousness,insert-ticket assign-seriousness,1,take-in-charge-ticket,Value_15,Value_15 Value_15,1,Value_15
Case 1011,take-in-charge-ticket,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value_15,Value_15 Value_15 Value_15,2,Value_15
Case 1011,resolve-ticket,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value_15,Value_15 Value_15 Value_15 Value_15,3,Value_5
Case 1011,closed,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket closed,4,[END],Value_5,Value_15 Value_15 Value_15 Value_15 Value_5,4,[END]
Case 1012,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_2
Case 1012,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_2 Value_2,1,Value_2
Case 1012,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_2 Value_2 Value_2,2,Value_5
Case 1012,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_2 Value_2 Value_2 Value_5,3,[END]
Case 1013,assign-seriousness,assign-seriousness,0,resolve-ticket,Value_1,Value_1,0,Value_9
Case 1013,resolve-ticket,assign-seriousness resolve-ticket,1,closed,Value_9,Value_1 Value_9,1,Value_5
Case 1013,closed,assign-seriousness resolve-ticket closed,2,[END],Value_5,Value_1 Value_9 Value_5,2,[END]
Case 1014,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_6
Case 1014,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_6,Value_8 Value_6,1,Value_6
Case 1014,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value_6,Value_8 Value_6 Value_6,2,Value_6
Case 1014,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value_6,Value_8 Value_6 Value_6 Value_6,3,Value_6
Case 1014,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value_6,Value_8 Value_6 Value_6 Value_6 Value_6,4,Value_5
Case 1014,closed,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,[END],Value_5,Value_8 Value_6 Value_6 Value_6 Value_6 Value_5,5,[END]
Case 1015,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_2
Case 1015,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_1 Value_2,1,Value_2
Case 1015,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_1 Value_2 Value_2,2,Value_5
Case 1015,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_1 Value_2 Value_2 Value_5,3,[END]
Case 1016,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_8
Case 1016,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_8,Value_8 Value_8,1,Value_16
Case 1016,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_16,Value_8 Value_8 Value_16,2,Value_5
Case 1016,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_8 Value_8 Value_16 Value_5,3,[END]
Case 1017,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_3
Case 1017,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_3,Value_1 Value_3,1,Value_4
Case 1017,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value_4,Value_1 Value_3 Value_4,2,Value_4
Case 1017,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,resolve-ticket,Value_4,Value_1 Value_3 Value_4 Value_4,3,Value_4
Case 1017,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket resolve-ticket,4,closed,Value_4,Value_1 Value_3 Value_4 Value_4 Value_4,4,Value_3
Case 1017,closed,assign-seriousness take-in-charge-ticket wait resolve-ticket resolve-ticket closed,5,[END],Value_3,Value_1 Value_3 Value_4 Value_4 Value_4 Value_3,5,[END]
Case 1018,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_14,Value_14,0,Value_14
Case 1018,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_14,Value_14 Value_14,1,Value_2
Case 1018,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_14 Value_14 Value_2,2,Value_5
Case 1018,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_14 Value_14 Value_2 Value_5,3,[END]
Case 1019,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_2
Case 1019,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_2,Value_1 Value_2,1,Value_1
Case 1019,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value_1,Value_1 Value_2 Value_1,2,Value_1
Case 1019,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value_1,Value_1 Value_2 Value_1 Value_1,3,Value_3
Case 1019,closed,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,[END],Value_3,Value_1 Value_2 Value_1 Value_1 Value_3,4,[END]
Case 1020,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_4,Value_4,0,Value_4
Case 1020,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_4,Value_4 Value_4,1,Value_4
Case 1020,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value_4,Value_4 Value_4 Value_4,2,Value_4
Case 1020,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value_4,Value_4 Value_4 Value_4 Value_4,3,Value_5
Case 1020,closed,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,[END],Value_5,Value_4 Value_4 Value_4 Value_4 Value_5,4,[END]
Case 1021,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_6,Value_6,0,Value_2
Case 1021,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_6 Value_2,1,Value_2
Case 1021,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_6 Value_2 Value_2,2,Value_5
Case 1021,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_6 Value_2 Value_2 Value_5,3,[END]
Case 1022,assign-seriousness,assign-seriousness,0,assign-seriousness,Value_1,Value_1,0,Value_1
Case 1022,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value_1,Value_1 Value_1,1,Value_2
Case 1022,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value_2,Value_1 Value_1 Value_2,2,Value_2
Case 1022,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value_2,Value_1 Value_1 Value_2 Value_2,3,Value_5
Case 1022,closed,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,[END],Value_5,Value_1 Value_1 Value_2 Value_2 Value_5,4,[END]
Case 1023,assign-seriousness,assign-seriousness,0,resolve-ticket,Value_1,Value_1,0,Value_2
Case 1023,resolve-ticket,assign-seriousness resolve-ticket,1,resolve-ticket,Value_2,Value_1 Value_2,1,Value_2
Case 1023,resolve-ticket,assign-seriousness resolve-ticket resolve-ticket,2,closed,Value_2,Value_1 Value_2 Value_2,2,Value_3
Case 1023,closed,assign-seriousness resolve-ticket resolve-ticket closed,3,[END],Value_3,Value_1 Value_2 Value_2 Value_3,3,[END]
Case 1024,assign-seriousness,assign-seriousness,0,assign-seriousness,Value_13,Value_13,0,Value_15
Case 1024,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value_15,Value_13 Value_15,1,Value_15
Case 1024,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value_15,Value_13 Value_15 Value_15,2,Value_15
Case 1024,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value_15,Value_13 Value_15 Value_15 Value_15,3,Value_5
Case 1024,closed,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,[END],Value_5,Value_13 Value_15 Value_15 Value_15 Value_5,4,[END]
Case 1025,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_8
Case 1025,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_8,Value_8 Value_8,1,Value_2
Case 1025,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value_2,Value_8 Value_8 Value_2,2,Value_2
Case 1025,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value_2,Value_8 Value_8 Value_2 Value_2,3,Value_2
Case 1025,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value_2,Value_8 Value_8 Value_2 Value_2 Value_2,4,Value_5
Case 1025,closed,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,[END],Value_5,Value_8 Value_8 Value_2 Value_2 Value_2 Value_5,5,[END]
Case 1026,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_14,Value_14,0,Value_2
Case 1026,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade,Value_2,Value_14 Value_2,1,Value_4
