case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next,Resource,Resource_prefix,Resource_k,Resource_next
Case 927,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,4,0 0 0 0 0 0 0 0 0 0 0 0 3 4 4,2,7
Case 927,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 3 4 4 7,3,2
Case 928,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,10,0 0 0 0 0 0 0 0 0 0 0 0 0 0 10,0,11
Case 928,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,11,0 0 0 0 0 0 0 0 0 0 0 0 0 10 11,1,4
Case 928,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,4,0 0 0 0 0 0 0 0 0 0 0 0 10 11 4,2,7
Case 928,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 10 11 4 7,3,2
Case 929,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 4,0,4
Case 929,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4 4,1,4
Case 929,4,0 0 0 0 0 0 0 0 0 0 0 0 3 3 4,2,8,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4 4,2,11
Case 929,8,0 0 0 0 0 0 0 0 0 0 0 3 3 4 8,3,4,11,0 0 0 0 0 0 0 0 0 0 0 4 4 4 11,3,11
Case 929,4,0 0 0 0 0 0 0 0 0 0 3 3 4 8 4,4,5,11,0 0 0 0 0 0 0 0 0 0 4 4 4 11 11,4,11
Case 929,5,0 0 0 0 0 0 0 0 0 3 3 4 8 4 5,5,6,11,0 0 0 0 0 0 0 0 0 4 4 4 11 11 11,5,7
Case 929,6,0 0 0 0 0 0 0 0 3 3 4 8 4 5 6,6,2,7,0 0 0 0 0 0 0 0 4 4 4 11 11 11 7,6,2
Case 930,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3
Case 930,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,3
Case 930,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3 3,2,5
Case 930,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,5,0 0 0 0 0 0 0 0 0 0 0 3 3 3 5,3,2
Case 931,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,14
Case 931,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,14,0 0 0 0 0 0 0 0 0 0 0 0 0 3 14,1,14
Case 931,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,14,0 0 0 0 0 0 0 0 0 0 0 0 3 14 14,2,7
Case 931,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 3 14 14 7,3,2
Case 932,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 4,0,4
Case 932,5,0 0 0 0 0 0 0 0 0 0 0 0 0 3 5,1,6,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4 4,1,7
Case 932,6,0 0 0 0 0 0 0 0 0 0 0 0 3 5 6,2,2,7,0 0 0 0 0 0 0 0 0 0 0 0 4 4 7,2,2
Case 933,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3,10,0 0 0 0 0 0 0 0 0 0 0 0 0 0 10,0,4
Case 933,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 10 4,1,4
Case 933,4,0 0 0 0 0 0 0 0 0 0 0 0 3 3 4,2,5,4,0 0 0 0 0 0 0 0 0 0 0 0 10 4 4,2,9
Case 933,5,0 0 0 0 0 0 0 0 0 0 0 3 3 4 5,3,6,9,0 0 0 0 0 0 0 0 0 0 0 10 4 4 9,3,7
Case 933,6,0 0 0 0 0 0 0 0 0 0 3 3 4 5 6,4,2,7,0 0 0 0 0 0 0 0 0 0 10 4 4 9 7,4,2
Case 934,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3
Case 934,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,11
Case 934,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,5,11,0 0 0 0 0 0 0 0 0 0 0 0 3 3 11,2,11
Case 934,5,0 0 0 0 0 0 0 0 0 0 0 3 4 5 5,3,6,11,0 0 0 0 0 0 0 0 0 0 0 3 3 11 11,3,7
Case 934,6,0 0 0 0 0 0 0 0 0 0 3 4 5 5 6,4,2,7,0 0 0 0 0 0 0 0 0 0 3 3 11 11 7,4,2
Case 935,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 4,0,4
Case 935,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4 4,1,4
Case 935,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4 4,2,7
Case 935,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 4 4 4 7,3,2
Case 936,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,10,0 0 0 0 0 0 0 0 0 0 0 0 0 0 10,0,10
Case 936,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10 10,1,15
Case 936,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,4,15,0 0 0 0 0 0 0 0 0 0 0 0 10 10 15,2,15
Case 936,4,0 0 0 0 0 0 0 0 0 0 0 3 4 8 4,3,5,15,0 0 0 0 0 0 0 0 0 0 0 10 10 15 15,3,15
Case 936,5,0 0 0 0 0 0 0 0 0 0 3 4 8 4 5,4,6,15,0 0 0 0 0 0 0 0 0 0 10 10 15 15 15,4,7
Case 936,6,0 0 0 0 0 0 0 0 0 3 4 8 4 5 6,5,2,7,0 0 0 0 0 0 0 0 0 10 10 15 15 15 7,5,2
Case 937,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3
Case 937,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,10,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,4
Case 937,10,0 0 0 0 0 0 0 0 0 0 0 0 3 4 10,2,5,4,0 0 0 0 0 0 0 0 0 0 0 0 3 3 4,2,4
Case 937,5,0 0 0 0 0 0 0 0 0 0 0 3 4 10 5,3,6,4,0 0 0 0 0 0 0 0 0 0 0 3 3 4 4,3,7
Case 937,6,0 0 0 0 0 0 0 0 0 0 3 4 10 5 6,4,2,7,0 0 0 0 0 0 0 0 0 0 3 3 4 4 7,4,2
Case 938,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,8
Case 938,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,8,0 0 0 0 0 0 0 0 0 0 0 0 0 3 8,1,8
Case 938,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,5,8,0 0 0 0 0 0 0 0 0 0 0 0 3 8 8,2,14
Case 938,5,0 0 0 0 0 0 0 0 0 0 0 3 4 8 5,3,6,14,0 0 0 0 0 0 0 0 0 0 0 3 8 8 14,3,7
Case 938,6,0 0 0 0 0 0 0 0 0 0 3 4 8 5 6,4,2,7,0 0 0 0 0 0 0 0 0 0 3 8 8 14 7,4,2
Case 939,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3
Case 939,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,15
Case 939,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,8,15,0 0 0 0 0 0 0 0 0 0 0 0 3 3 15,2,15
Case 939,8,0 0 0 0 0 0 0 0 0 0 0 3 4 8 8,3,5,15,0 0 0 0 0 0 0 0 0 0 0 3 3 15 15,3,3
Case 939,5,0 0 0 0 0 0 0 0 0 0 3 4 8 8 5,4,6,3,0 0 0 0 0 0 0 0 0 0 3 3 15 15 3,4,5
Case 939,6,0 0 0 0 0 0 0 0 0 3 4 8 8 5 6,5,2,5,0 0 0 0 0 0 0 0 0 3 3 15 15 3 5,5,2
Case 940,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,17,0 0 0 0 0 0 0 0 0 0 0 0 0 0 17,0,17
Case 940,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,17,0 0 0 0 0 0 0 0 0 0 0 0 0 17 17,1,17
Case 940,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,17,0 0 0 0 0 0 0 0 0 0 0 0 17 17 17,2,7
Case 940,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 17 17 17 7,3,2
Case 941,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,11,0 0 0 0 0 0 0 0 0 0 0 0 0 0 11,0,11
Case 941,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,11,0 0 0 0 0 0 0 0 0 0 0 0 0 11 11,1,11
Case 941,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,5,11,0 0 0 0 0 0 0 0 0 0 0 0 11 11 11,2,11
Case 941,5,0 0 0 0 0 0 0 0 0 0 0 3 4 8 5,3,6,11,0 0 0 0 0 0 0 0 0 0 0 11 11 11 11,3,7
Case 941,6,0 0 0 0 0 0 0 0 0 0 3 4 8 5 6,4,2,7,0 0 0 0 0 0 0 0 0 0 11 11 11 11 7,4,2
Case 942,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,10,0 0 0 0 0 0 0 0 0 0 0 0 0 0 10,0,10
Case 942,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10 10,1,8
Case 942,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,8,0 0 0 0 0 0 0 0 0 0 0 0 10 10 8,2,7
Case 942,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 10 10 8 7,3,2
Case 943,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,8
Case 943,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,8,0 0 0 0 0 0 0 0 0 0 0 0 0 3 8,1,8
Case 943,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,8,0 0 0 0 0 0 0 0 0 0 0 0 3 8 8,2,7
Case 943,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 3 8 8 7,3,2
Case 944,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,10,0 0 0 0 0 0 0 0 0 0 0 0 0 0 10,0,10
Case 944,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,4,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10 10,1,10
Case 944,4,0 0 0 0 0 0 0 0 0 0 0 0 3 4 4,2,4,10,0 0 0 0 0 0 0 0 0 0 0 0 10 10 10,2,4
Case 944,4,0 0 0 0 0 0 0 0 0 0 0 3 4 4 4,3,8,4,0 0 0 0 0 0 0 0 0 0 0 10 10 10 4,3,9
Case 944,8,0 0 0 0 0 0 0 0 0 0 3 4 4 4 8,4,8,9,0 0 0 0 0 0 0 0 0 0 10 10 10 4 9,4,4
Case 944,8,0 0 0 0 0 0 0 0 0 3 4 4 4 8 8,5,4,4,0 0 0 0 0 0 0 0 0 10 10 10 4 9 4,5,9
Case 944,4,0 0 0 0 0 0 0 0 3 4 4 4 8 8 4,6,5,9,0 0 0 0 0 0 0 0 10 10 10 4 9 4 9,6,9
Case 944,5,0 0 0 0 0 0 0 3 4 4 4 8 8 4 5,7,6,9,0 0 0 0 0 0 0 10 10 10 4 9 4 9 9,7,7
Case 944,6,0 0 0 0 0 0 3 4 4 4 8 8 4 5 6,8,2,7,0 0 0 0 0 0 10 10 10 4 9 4 9 9 7,8,2
Case 945,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 4,0,11
Case 945,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,4,11,0 0 0 0 0 0 0 0 0 0 0 0 0 4 11,1,11
Case 945,4,0 0 0 0 0 0 0 0 0 0 0 0 3 3 4,2,5,11,0 0 0 0 0 0 0 0 0 0 0 0 4 11 11,2,11
Case 945,5,0 0 0 0 0 0 0 0 0 0 0 3 3 4 5,3,6,11,0 0 0 0 0 0 0 0 0 0 0 4 11 11 11,3,7
Case 945,6,0 0 0 0 0 0 0 0 0 0 3 3 4 5 6,4,2,7,0 0 0 0 0 0 0 0 0 0 4 11 11 11 7,4,2
Case 946,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,10,0 0 0 0 0 0 0 0 0 0 0 0 0 0 10,0,10
Case 946,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10 10,1,15
Case 946,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,15,0 0 0 0 0 0 0 0 0 0 0 0 10 10 15,2,7
Case 946,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 10 10 15 7,3,2
Case 947,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,3,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 6,0,6
Case 947,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3 3,1,3,6,0 0 0 0 0 0 0 0 0 0 0 0 0 6 6,1,6
Case 947,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3 3,2,4,6,0 0 0 0 0 0 0 0 0 0 0 0 6 6 6,2,4
Case 947,4,0 0 0 0 0 0 0 0 0 0 0 3 3 3 4,3,8,4,0 0 0 0 0 0 0 0 0 0 0 6 6 6 4,3,4
Case 947,8,0 0 0 0 0 0 0 0 0 0 3 3 3 4 8,4,5,4,0 0 0 0 0 0 0 0 0 0 6 6 6 4 4,4,4
Case 947,5,0 0 0 0 0 0 0 0 0 3 3 3 4 8 5,5,6,4,0 0 0 0 0 0 0 0 0 6 6 6 4 4 4,5,7
Case 947,6,0 0 0 0 0 0 0 0 3 3 3 4 8 5 6,6,2,7,0 0 0 0 0 0 0 0 6 6 6 4 4 4 7,6,2
Case 948,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,8,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 4,0,9
Case 948,8,0 0 0 0 0 0 0 0 0 0 0 0 0 3 8,1,4,9,0 0 0 0 0 0 0 0 0 0 0 0 0 4 9,1,4
Case 948,4,0 0 0 0 0 0 0 0 0 0 0 0 3 8 4,2,8,4,0 0 0 0 0 0 0 0 0 0 0 0 4 9 4,2,4
Case 948,8,0 0 0 0 0 0 0 0 0 0 0 3 8 4 8,3,4,4,0 0 0 0 0 0 0 0 0 0 0 4 9 4 4,3,9
Case 948,4,0 0 0 0 0 0 0 0 0 0 3 8 4 8 4,4,5,9,0 0 0 0 0 0 0 0 0 0 4 9 4 4 9,4,9
Case 948,5,0 0 0 0 0 0 0 0 0 3 8 4 8 4 5,5,6,9,0 0 0 0 0 0 0 0 0 4 9 4 4 9 9,5,7
Case 948,6,0 0 0 0 0 0 0 0 3 8 4 8 4 5 6,6,2,7,0 0 0 0 0 0 0 0 4 9 4 4 9 9 7,6,2
Case 949,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4
Case 949,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,6
Case 949,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,6,0 0 0 0 0 0 0 0 0 0 0 0 3 4 6,2,5
Case 949,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,5,0 0 0 0 0 0 0 0 0 0 0 3 4 6 5,3,2
Case 950,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 6,0,6
Case 950,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,6,0 0 0 0 0 0 0 0 0 0 0 0 0 6 6,1,6
Case 950,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,6,0 0 0 0 0 0 0 0 0 0 0 0 6 6 6,2,7
Case 950,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 6 6 6 7,3,2
Case 951,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,18
Case 951,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,18,0 0 0 0 0 0 0 0 0 0 0 0 0 3 18,1,18
Case 951,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,5,18,0 0 0 0 0 0 0 0 0 0 0 0 3 18 18,2,18
Case 951,5,0 0 0 0 0 0 0 0 0 0 0 3 4 8 5,3,6,18,0 0 0 0 0 0 0 0 0 0 0 3 18 18 18,3,5
Case 951,6,0 0 0 0 0 0 0 0 0 0 3 4 8 5 6,4,2,5,0 0 0 0 0 0 0 0 0 0 3 18 18 18 5,4,2
Case 952,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 6,0,6
Case 952,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,6,0 0 0 0 0 0 0 0 0 0 0 0 0 6 6,1,6
Case 952,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,5,6,0 0 0 0 0 0 0 0 0 0 0 0 6 6 6,2,6
Case 952,5,0 0 0 0 0 0 0 0 0 0 0 3 4 8 5,3,6,6,0 0 0 0 0 0 0 0 0 0 0 6 6 6 6,3,7
Case 952,6,0 0 0 0 0 0 0 0 0 0 3 4 8 5 6,4,2,7,0 0 0 0 0 0 0 0 0 0 6 6 6 6 7,4,2
Case 953,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 4,0,4
Case 953,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4 4,1,4
Case 953,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4 4,2,7
Case 953,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 4 4 4 7,3,2
Case 954,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,15,0 0 0 0 0 0 0 0 0 0 0 0 0 0 15,0,8
Case 954,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,8,0 0 0 0 0 0 0 0 0 0 0 0 0 15 8,1,8
Case 954,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,8,0 0 0 0 0 0 0 0 0 0 0 0 15 8 8,2,7
Case 954,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 15 8 8 7,3,2
Case 955,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4
Case 955,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,4
Case 955,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,4,0 0 0 0 0 0 0 0 0 0 0 0 3 4 4,2,7
Case 955,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 3 4 4 7,3,2
Case 956,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,15,0 0 0 0 0 0 0 0 0 0 0 0 0 0 15,0,15
Case 956,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15 15,1,15
Case 956,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,15,0 0 0 0 0 0 0 0 0 0 0 0 15 15 15,2,7
Case 956,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 15 15 15 7,3,2
Case 957,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,15,0 0 0 0 0 0 0 0 0 0 0 0 0 0 15,0,15
Case 957,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15 15,1,15
Case 957,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,15,0 0 0 0 0 0 0 0 0 0 0 0 15 15 15,2,7
Case 957,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 15 15 15 7,3,2
Case 958,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 6,0,15
Case 958,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,15,0 0 0 0 0 0 0 0 0 0 0 0 0 6 15,1,15
Case 958,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,4,15,0 0 0 0 0 0 0 0 0 0 0 0 6 15 15,2,15
Case 958,4,0 0 0 0 0 0 0 0 0 0 0 3 4 8 4,3,5,15,0 0 0 0 0 0 0 0 0 0 0 6 15 15 15,3,15
Case 958,5,0 0 0 0 0 0 0 0 0 0 3 4 8 4 5,4,6,15,0 0 0 0 0 0 0 0 0 0 6 15 15 15 15,4,7
Case 958,6,0 0 0 0 0 0 0 0 0 3 4 8 4 5 6,5,2,7,0 0 0 0 0 0 0 0 0 6 15 15 15 15 7,5,2
Case 959,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,11,0 0 0 0 0 0 0 0 0 0 0 0 0 0 11,0,6
Case 959,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,6,0 0 0 0 0 0 0 0 0 0 0 0 0 11 6,1,6
Case 959,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,6,0 0 0 0 0 0 0 0 0 0 0 0 11 6 6,2,5
Case 959,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,5,0 0 0 0 0 0 0 0 0 0 0 11 6 6 5,3,2
Case 960,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,15,0 0 0 0 0 0 0 0 0 0 0 0 0 0 15,0,12
Case 960,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,12,0 0 0 0 0 0 0 0 0 0 0 0 0 15 12,1,15
Case 960,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,15,0 0 0 0 0 0 0 0 0 0 0 0 15 12 15,2,7
Case 960,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,7,0 0 0 0 0 0 0 0 0 0 0 15 12 15 7,3,2
Case 961,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,16,0 0 0 0 0 0 0 0 0 0 0 0 0 0 16,0,4
Case 961,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,4,0 0 0 0 0 0 0 0 0 0 0 0 0 16 4,1,6
Case 961,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,5,6,0 0 0 0 0 0 0 0 0 0 0 0 16 4 6,2,6
Case 961,5,0 0 0 0 0 0 0 0 0 0 0 3 4 8 5,3,6,6,0 0 0 0 0 0 0 0 0 0 0 16 4 6 6,3,5
Case 961,6,0 0 0 0 0 0 0 0 0 0 3 4 8 5 6,4,2,5,0 0 0 0 0 0 0 0 0 0 16 4 6 6 5,4,2
Case 962,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,5
Case 962,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,5,0 0 0 0 0 0 0 0 0 0 0 0 0 3 5,1,15
Case 962,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,15,0 0 0 0 0 0 0 0 0 0 0 0 3 5 15,2,5
Case 962,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,5,0 0 0 0 0 0 0 0 0 0 0 3 5 15 5,3,2
Case 963,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,6,0 0 0 0 0 0 0 0 0 0 0 0 0 0 6,0,6
Case 963,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,6,0 0 0 0 0 0 0 0 0 0 0 0 0 6 6,1,6
Case 963,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,6,0 0 0 0 0 0 0 0 0 0 0 0 6 6 6,2,5
Case 963,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,5,0 0 0 0 0 0 0 0 0 0 0 6 6 6 5,3,2
Case 964,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,11,0 0 0 0 0 0 0 0 0 0 0 0 0 0 11,0,4
Case 964,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 11 4,1,4
Case 964,5,0 0 0 0 0 0 0 0 0 0 0 0 3 4 5,2,6,4,0 0 0 0 0 0 0 0 0 0 0 0 11 4 4,2,5
Case 964,6,0 0 0 0 0 0 0 0 0 0 0 3 4 5 6,3,2,5,0 0 0 0 0 0 0 0 0 0 0 11 4 4 5,3,2
Case 965,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3,0,4,11,0 0 0 0 0 0 0 0 0 0 0 0 0 0 11,0,8
Case 965,4,0 0 0 0 0 0 0 0 0 0 0 0 0 3 4,1,8,8,0 0 0 0 0 0 0 0 0 0 0 0 0 11 8,1,14
Case 965,8,0 0 0 0 0 0 0 0 0 0 0 0 3 4 8,2,4,14,0 0 0 0 0 0 0 0 0 0 0 0 11 8 14,2,14
