case_id,time_timestamp,time_timestamp##Prefix,time_timestamp##Prefix Length,time_timestamp##Next-Feature,time_timestamp##Last-Feature,day_of_week,day_of_week##Prefix,day_of_week##Prefix Length,day_of_week##Next-Feature,day_of_week##Last-Feature,hour_of_day,hour_of_day##Prefix,hour_of_day##Prefix Length,hour_of_day##Next-Feature,hour_of_day##Last-Feature
Case 2209,597688,0 0 0 0 0 0 0 0 0 0 0 1 20 597688,3,1801929,3360774,4,0 0 0 0 0 0 0 0 0 0 0 4 4 4,3,4,1,9,0 0 0 0 0 0 0 0 0 0 0 11 11 9,3,7,9
Case 2209,1801929,0 0 0 0 0 0 0 0 0 0 1 20 597688 1801929,4,1801954,3360774,4,0 0 0 0 0 0 0 0 0 0 4 4 4 4,4,4,1,7,0 0 0 0 0 0 0 0 0 0 11 11 9 7,4,8,9
Case 2209,1801954,0 0 0 0 0 0 0 0 0 1 20 597688 1801929 1801954,5,3360774,3360774,4,0 0 0 0 0 0 0 0 0 4 4 4 4 4,5,1,1,8,0 0 0 0 0 0 0 0 0 11 11 9 7 8,5,9,9
Case 221,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,188706,2678686,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,4,5,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,15,10
Case 221,188706,0 0 0 0 0 0 0 0 0 0 0 0 1 188706,2,435618,2678686,4,0 0 0 0 0 0 0 0 0 0 0 0 2 4,2,0,5,15,0 0 0 0 0 0 0 0 0 0 0 0 10 15,2,11,10
Case 221,435618,0 0 0 0 0 0 0 0 0 0 0 1 188706 435618,3,2678686,2678686,0,0 0 0 0 0 0 0 0 0 0 0 2 4 0,3,5,5,11,0 0 0 0 0 0 0 0 0 0 0 10 15 11,3,10,10
Case 2210,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2569532,3868500,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,3,4,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,8,9
Case 2210,2569532,0 0 0 0 0 0 0 0 0 0 0 0 1 2569532,2,2572485,3868500,3,0 0 0 0 0 0 0 0 0 0 0 0 1 3,2,3,4,8,0 0 0 0 0 0 0 0 0 0 0 0 14 8,2,9,9
Case 2210,2572485,0 0 0 0 0 0 0 0 0 0 0 1 2569532 2572485,3,3868500,3868500,3,0 0 0 0 0 0 0 0 0 0 0 1 3 3,3,4,4,9,0 0 0 0 0 0 0 0 0 0 0 14 8 9,3,9,9
Case 2211,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1367858,3206058,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,2,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,9,16
Case 2211,1367858,0 0 0 0 0 0 0 0 0 0 0 0 1 1367858,2,1371584,3206058,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,2,2,2,9,0 0 0 0 0 0 0 0 0 0 0 0 13 9,2,10,16
Case 2211,1371584,0 0 0 0 0 0 0 0 0 0 0 1 1367858 1371584,3,1910041,3206058,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,3,1,2,10,0 0 0 0 0 0 0 0 0 0 0 13 9 10,3,16,16
Case 2211,1910041,0 0 0 0 0 0 0 0 0 0 1 1367858 1371584 1910041,4,3206058,3206058,1,0 0 0 0 0 0 0 0 0 0 0 2 2 1,4,2,2,16,0 0 0 0 0 0 0 0 0 0 13 9 10 16,4,16,16
Case 2212,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,54,2678562,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1,4,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,8,8
Case 2212,54,0 0 0 0 0 0 0 0 0 0 0 0 1 54,2,2678562,2678562,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,2,4,4,8,0 0 0 0 0 0 0 0 0 0 0 0 8 8,2,8,8
Case 2213,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,30,3428134,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1,6,16,0 0 0 0 0 0 0 0 0 0 0 0 0 16,1,16,9
Case 2213,30,0 0 0 0 0 0 0 0 0 0 0 0 1 30,2,251960,3428134,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,2,4,6,16,0 0 0 0 0 0 0 0 0 0 0 0 16 16,2,14,9
Case 2213,251960,0 0 0 0 0 0 0 0 0 0 0 1 30 251960,3,839686,3428134,4,0 0 0 0 0 0 0 0 0 0 0 1 1 4,3,4,6,14,0 0 0 0 0 0 0 0 0 0 0 16 16 14,3,10,9
Case 2213,839686,0 0 0 0 0 0 0 0 0 0 1 30 251960 839686,4,839713,3428134,4,0 0 0 0 0 0 0 0 0 0 1 1 4 4,4,4,6,10,0 0 0 0 0 0 0 0 0 0 16 16 14 10,4,10,9
Case 2213,839713,0 0 0 0 0 0 0 0 0 1 30 251960 839686 839713,5,3428134,3428134,4,0 0 0 0 0 0 0 0 0 1 1 4 4 4,5,6,6,10,0 0 0 0 0 0 0 0 0 16 16 14 10 10,5,9,9
Case 2214,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,8721,4752523,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,4,3,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,12,10
Case 2214,8721,0 0 0 0 0 0 0 0 0 0 0 0 1 8721,2,253291,4752523,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,0,3,12,0 0 0 0 0 0 0 0 0 0 0 0 10 12,2,8,10
Case 2214,253291,0 0 0 0 0 0 0 0 0 0 0 1 8721 253291,3,4752523,4752523,0,0 0 0 0 0 0 0 0 0 0 0 4 4 0,3,3,3,8,0 0 0 0 0 0 0 0 0 0 0 10 12 8,3,10,10
Case 2215,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1465689,2761948,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,0,1,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,12,12
Case 2215,1465689,0 0 0 0 0 0 0 0 0 0 0 0 1 1465689,2,1465937,2761948,0,0 0 0 0 0 0 0 0 0 0 0 0 4 0,2,0,1,12,0 0 0 0 0 0 0 0 0 0 0 0 13 12,2,12,12
Case 2215,1465937,0 0 0 0 0 0 0 0 0 0 0 1 1465689 1465937,3,2761948,2761948,0,0 0 0 0 0 0 0 0 0 0 0 4 0 0,3,1,1,12,0 0 0 0 0 0 0 0 0 0 0 13 12 12,3,12,12
Case 2216,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,494051,3348608,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,3,1,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,8,9
Case 2216,494051,0 0 0 0 0 0 0 0 0 0 0 0 1 494051,2,1197254,3348608,3,0 0 0 0 0 0 0 0 0 0 0 0 4 3,2,4,1,8,0 0 0 0 0 0 0 0 0 0 0 0 15 8,2,11,9
Case 2216,1197254,0 0 0 0 0 0 0 0 0 0 0 1 494051 1197254,3,1643441,3348608,4,0 0 0 0 0 0 0 0 0 0 0 4 3 4,3,2,1,11,0 0 0 0 0 0 0 0 0 0 0 15 8 11,3,15,9
Case 2216,1643441,0 0 0 0 0 0 0 0 0 0 1 494051 1197254 1643441,4,3348608,3348608,2,0 0 0 0 0 0 0 0 0 0 4 3 4 2,4,1,1,15,0 0 0 0 0 0 0 0 0 0 15 8 11 15,4,9,9
Case 2217,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,589463,3295736,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1,4,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,8,16
Case 2217,589463,0 0 0 0 0 0 0 0 0 0 0 0 1 589463,2,590813,3295736,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,2,1,4,8,0 0 0 0 0 0 0 0 0 0 0 0 12 8,2,8,16
Case 2217,590813,0 0 0 0 0 0 0 0 0 0 0 1 589463 590813,3,606331,3295736,1,0 0 0 0 0 0 0 0 0 0 0 1 1 1,3,1,4,8,0 0 0 0 0 0 0 0 0 0 0 12 8 8,3,12,16
Case 2217,606331,0 0 0 0 0 0 0 0 0 0 1 589463 590813 606331,4,3295736,3295736,1,0 0 0 0 0 0 0 0 0 0 1 1 1 1,4,4,4,12,0 0 0 0 0 0 0 0 0 0 12 8 8 12,4,16,16
Case 2218,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,180401,4579802,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,4,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,12,11
Case 2218,180401,0 0 0 0 0 0 0 0 0 0 0 0 1 180401,2,180408,4579802,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,2,2,4,12,0 0 0 0 0 0 0 0 0 0 0 0 10 12,2,12,11
Case 2218,180408,0 0 0 0 0 0 0 0 0 0 0 1 180401 180408,3,4579802,4579802,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,3,4,4,12,0 0 0 0 0 0 0 0 0 0 0 10 12 12,3,11,11
Case 2219,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,116280,3137941,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2,2,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,15,14
Case 2219,116280,0 0 0 0 0 0 0 0 0 0 0 0 1 116280,2,118326,3137941,2,0 0 0 0 0 0 0 0 0 0 0 0 1 2,2,2,2,15,0 0 0 0 0 0 0 0 0 0 0 0 7 15,2,15,14
Case 2219,118326,0 0 0 0 0 0 0 0 0 0 0 1 116280 118326,3,1841106,3137941,2,0 0 0 0 0 0 0 0 0 0 0 1 2 2,3,1,2,15,0 0 0 0 0 0 0 0 0 0 0 7 15 15,3,14,14
Case 2219,1841106,0 0 0 0 0 0 0 0 0 0 1 116280 118326 1841106,4,1841931,3137941,1,0 0 0 0 0 0 0 0 0 0 1 2 2 1,4,1,2,14,0 0 0 0 0 0 0 0 0 0 7 15 15 14,4,14,14
Case 2219,1841931,0 0 0 0 0 0 0 0 0 1 116280 118326 1841106 1841931,5,3137941,3137941,1,0 0 0 0 0 0 0 0 0 1 2 2 1 1,5,2,2,14,0 0 0 0 0 0 0 0 0 7 15 15 14 14,5,14,14
Case 222,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,74,3197184,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,4,11,0 0 0 0 0 0 0 0 0 0 0 0 0 11,1,11,11
Case 222,74,0 0 0 0 0 0 0 0 0 0 0 0 1 74,2,3197184,3197184,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,4,4,11,0 0 0 0 0 0 0 0 0 0 0 0 11 11,2,11,11
Case 2220,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,18515,3197042,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,5,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,13,8
Case 2220,18515,0 0 0 0 0 0 0 0 0 0 0 0 1 18515,2,26974,3197042,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,3,5,13,0 0 0 0 0 0 0 0 0 0 0 0 8 13,2,15,8
Case 2220,26974,0 0 0 0 0 0 0 0 0 0 0 1 18515 26974,3,3197042,3197042,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,5,5,15,0 0 0 0 0 0 0 0 0 0 0 8 13 15,3,8,8
Case 2221,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,253035,4091040,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,5,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,6,17
Case 2221,253035,0 0 0 0 0 0 0 0 0 0 0 0 1 253035,2,276320,4091040,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,2,3,5,6,0 0 0 0 0 0 0 0 0 0 0 0 8 6,2,13,17
Case 2221,276320,0 0 0 0 0 0 0 0 0 0 0 1 253035 276320,3,1226991,4091040,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,3,0,5,13,0 0 0 0 0 0 0 0 0 0 0 8 6 13,3,13,17
Case 2221,1226991,0 0 0 0 0 0 0 0 0 0 1 253035 276320 1226991,4,2795025,4091040,0,0 0 0 0 0 0 0 0 0 0 0 3 3 0,4,4,5,13,0 0 0 0 0 0 0 0 0 0 8 6 13 13,4,17,17
Case 2221,2795025,0 0 0 0 0 0 0 0 0 1 253035 276320 1226991 2795025,5,4091040,4091040,4,0 0 0 0 0 0 0 0 0 0 3 3 0 4,5,5,5,17,0 0 0 0 0 0 0 0 0 8 6 13 13 17,5,17,17
Case 2222,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,661965,3802090,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,4,5,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,7,15
Case 2222,661965,0 0 0 0 0 0 0 0 0 0 0 0 1 661965,2,664469,3802090,4,0 0 0 0 0 0 0 0 0 0 0 0 3 4,2,4,5,7,0 0 0 0 0 0 0 0 0 0 0 0 15 7,2,8,15
Case 2222,664469,0 0 0 0 0 0 0 0 0 0 0 1 661965 664469,3,3802090,3802090,4,0 0 0 0 0 0 0 0 0 0 0 3 4 4,3,5,5,8,0 0 0 0 0 0 0 0 0 0 0 15 7 8,3,15,15
Case 2223,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,849929,3801646,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,3,2,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,9,13
Case 2223,849929,0 0 0 0 0 0 0 0 0 0 0 0 1 849929,2,852153,3801646,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,2,3,2,9,0 0 0 0 0 0 0 0 0 0 0 0 13 9,2,10,13
Case 2223,852153,0 0 0 0 0 0 0 0 0 0 0 1 849929 852153,3,3801646,3801646,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,3,2,2,10,0 0 0 0 0 0 0 0 0 0 0 13 9 10,3,13,13
Case 2224,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,35,2851295,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,5,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,8,8
Case 2224,35,0 0 0 0 0 0 0 0 0 0 0 0 1 35,2,19864,2851295,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,0,5,8,0 0 0 0 0 0 0 0 0 0 0 0 8 8,2,14,8
Case 2224,19864,0 0 0 0 0 0 0 0 0 0 0 1 35 19864,3,2851295,2851295,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,5,5,14,0 0 0 0 0 0 0 0 0 0 0 8 8 14,3,8,8
Case 2225,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,14,3801836,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,4,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,15,15
Case 2225,14,0 0 0 0 0 0 0 0 0 0 0 0 1 14,2,1430,3801836,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,2,4,15,0 0 0 0 0 0 0 0 0 0 0 0 15 15,2,15,15
Case 2225,1430,0 0 0 0 0 0 0 0 0 0 0 1 14 1430,3,2631,3801836,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,2,4,15,0 0 0 0 0 0 0 0 0 0 0 15 15 15,3,16,15
Case 2225,2631,0 0 0 0 0 0 0 0 0 0 1 14 1430 2631,4,3801836,3801836,2,0 0 0 0 0 0 0 0 0 0 2 2 2 2,4,4,4,16,0 0 0 0 0 0 0 0 0 0 15 15 15 16,4,15,15
Case 2226,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,83739,2678504,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2,4,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,14,14
Case 2226,83739,0 0 0 0 0 0 0 0 0 0 0 0 1 83739,2,158376,2678504,2,0 0 0 0 0 0 0 0 0 0 0 0 1 2,2,3,4,14,0 0 0 0 0 0 0 0 0 0 0 0 14 14,2,10,14
Case 2226,158376,0 0 0 0 0 0 0 0 0 0 0 1 83739 158376,3,2678504,2678504,3,0 0 0 0 0 0 0 0 0 0 0 1 2 3,3,4,4,10,0 0 0 0 0 0 0 0 0 0 0 14 14 10,3,14,14
Case 2227,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,942399,3546406,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,0,2,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,12,15
Case 2227,942399,0 0 0 0 0 0 0 0 0 0 0 0 1 942399,2,954384,3546406,0,0 0 0 0 0 0 0 0 0 0 0 0 3 0,2,0,2,12,0 0 0 0 0 0 0 0 0 0 0 0 14 12,2,15,15
Case 2227,954384,0 0 0 0 0 0 0 0 0 0 0 1 942399 954384,3,3546406,3546406,0,0 0 0 0 0 0 0 0 0 0 0 3 0 0,3,2,2,15,0 0 0 0 0 0 0 0 0 0 0 14 12 15,3,15,15
Case 2228,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1542678,2851281,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,1,2,11,0 0 0 0 0 0 0 0 0 0 0 0 0 11,1,8,11
Case 2228,1542678,0 0 0 0 0 0 0 0 0 0 0 0 1 1542678,2,1555263,2851281,1,0 0 0 0 0 0 0 0 0 0 0 0 4 1,2,1,2,8,0 0 0 0 0 0 0 0 0 0 0 0 11 8,2,11,11
Case 2228,1555263,0 0 0 0 0 0 0 0 0 0 0 1 1542678 1555263,3,2851281,2851281,1,0 0 0 0 0 0 0 0 0 0 0 4 1 1,3,2,2,11,0 0 0 0 0 0 0 0 0 0 0 11 8 11,3,11,11
Case 2229,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,62,5173429,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1,5,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,10,7
Case 2229,62,0 0 0 0 0 0 0 0 0 0 0 0 1 62,2,3877412,5173429,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,2,4,5,10,0 0 0 0 0 0 0 0 0 0 0 0 10 10,2,7,7
Case 2229,3877412,0 0 0 0 0 0 0 0 0 0 0 1 62 3877412,3,5173429,5173429,4,0 0 0 0 0 0 0 0 0 0 0 1 1 4,3,5,5,7,0 0 0 0 0 0 0 0 0 0 0 10 10 7,3,7,7
Case 223,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,79345,3020600,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,4,3,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,11,12
Case 223,79345,0 0 0 0 0 0 0 0 0 0 0 0 1 79345,2,93660,3020600,4,0 0 0 0 0 0 0 0 0 0 0 0 3 4,2,4,3,11,0 0 0 0 0 0 0 0 0 0 0 0 13 11,2,15,12
Case 223,93660,0 0 0 0 0 0 0 0 0 0 0 1 79345 93660,3,93661,3020600,4,0 0 0 0 0 0 0 0 0 0 0 3 4 4,3,4,3,15,0 0 0 0 0 0 0 0 0 0 0 13 11 15,3,15,12
Case 223,93661,0 0 0 0 0 0 0 0 0 0 1 79345 93660 93661,4,3020600,3020600,4,0 0 0 0 0 0 0 0 0 0 3 4 4 4,4,3,3,15,0 0 0 0 0 0 0 0 0 0 13 11 15 15,4,12,12
Case 2230,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,177382,3974965,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,2,4,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,15,14
Case 2230,177382,0 0 0 0 0 0 0 0 0 0 0 0 1 177382,2,1382946,3974965,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,2,2,4,15,0 0 0 0 0 0 0 0 0 0 0 0 14 15,2,14,14
Case 2230,1382946,0 0 0 0 0 0 0 0 0 0 0 1 177382 1382946,3,3974965,3974965,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,3,4,4,14,0 0 0 0 0 0 0 0 0 0 0 14 15 14,3,14,14
Case 2231,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,28,2921183,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,4,3,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,15,10
Case 2231,28,0 0 0 0 0 0 0 0 0 0 0 0 1 28,2,231136,2921183,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,0,3,15,0 0 0 0 0 0 0 0 0 0 0 0 15 15,2,7,10
Case 2231,231136,0 0 0 0 0 0 0 0 0 0 0 1 28 231136,3,235242,2921183,0,0 0 0 0 0 0 0 0 0 0 0 4 4 0,3,0,3,7,0 0 0 0 0 0 0 0 0 0 0 15 15 7,3,8,10
Case 2231,235242,0 0 0 0 0 0 0 0 0 0 1 28 231136 235242,4,236853,2921183,0,0 0 0 0 0 0 0 0 0 0 4 4 0 0,4,0,3,8,0 0 0 0 0 0 0 0 0 0 15 15 7 8,4,9,10
Case 2231,236853,0 0 0 0 0 0 0 0 0 1 28 231136 235242 236853,5,2921183,2921183,0,0 0 0 0 0 0 0 0 0 4 4 0 0 0,5,3,3,9,0 0 0 0 0 0 0 0 0 15 15 7 8 9,5,10,10
Case 2232,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1652199,2948218,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,0,1,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,11,11
Case 2232,1652199,0 0 0 0 0 0 0 0 0 0 0 0 1 1652199,2,2948218,2948218,0,0 0 0 0 0 0 0 0 0 0 0 0 2 0,2,1,1,11,0 0 0 0 0 0 0 0 0 0 0 0 8 11,2,11,11
Case 2233,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,357959,2768957,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,1,1,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,10,8
Case 2233,357959,0 0 0 0 0 0 0 0 0 0 0 0 1 357959,2,619226,2768957,1,0 0 0 0 0 0 0 0 0 0 0 0 4 1,2,4,1,10,0 0 0 0 0 0 0 0 0 0 0 0 7 10,2,11,8
Case 2233,619226,0 0 0 0 0 0 0 0 0 0 0 1 357959 619226,3,2768957,2768957,4,0 0 0 0 0 0 0 0 0 0 0 4 1 4,3,1,1,11,0 0 0 0 0 0 0 0 0 0 0 7 10 11,3,8,8
Case 2234,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,258251,3197023,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,0,6,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,8,9
Case 2234,258251,0 0 0 0 0 0 0 0 0 0 0 0 1 258251,2,261119,3197023,0,0 0 0 0 0 0 0 0 0 0 0 0 4 0,2,0,6,8,0 0 0 0 0 0 0 0 0 0 0 0 8 8,2,9,9
Case 2234,261119,0 0 0 0 0 0 0 0 0 0 0 1 258251 261119,3,3197023,3197023,0,0 0 0 0 0 0 0 0 0 0 0 4 0 0,3,6,6,9,0 0 0 0 0 0 0 0 0 0 0 8 8 9,3,9,9
Case 2235,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1239,3546224,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,4,3,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,7,8
Case 2235,1239,0 0 0 0 0 0 0 0 0 0 0 0 1 1239,2,271169,3546224,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,0,3,7,0 0 0 0 0 0 0 0 0 0 0 0 7 7,2,10,8
Case 2235,271169,0 0 0 0 0 0 0 0 0 0 0 1 1239 271169,3,3546224,3546224,0,0 0 0 0 0 0 0 0 0 0 0 4 4 0,3,3,3,10,0 0 0 0 0 0 0 0 0 0 0 7 7 10,3,8,8
Case 2236,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,592946,3466238,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,5,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,9,15
Case 2236,592946,0 0 0 0 0 0 0 0 0 0 0 0 1 592946,2,594732,3466238,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,0,5,9,0 0 0 0 0 0 0 0 0 0 0 0 13 9,2,10,15
Case 2236,594732,0 0 0 0 0 0 0 0 0 0 0 1 592946 594732,3,2170225,3466238,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,4,5,10,0 0 0 0 0 0 0 0 0 0 0 13 9 10,3,15,15
Case 2236,2170225,0 0 0 0 0 0 0 0 0 0 1 592946 594732 2170225,4,3466238,3466238,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,4,5,5,15,0 0 0 0 0 0 0 0 0 0 13 9 10 15,4,15,15
Case 2237,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,55,3197092,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,2,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,8,8
Case 2237,55,0 0 0 0 0 0 0 0 0 0 0 0 1 55,2,56,3197092,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,0,2,8,0 0 0 0 0 0 0 0 0 0 0 0 8 8,2,8,8
Case 2237,56,0 0 0 0 0 0 0 0 0 0 0 1 55 56,3,3197092,3197092,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,2,2,8,0 0 0 0 0 0 0 0 0 0 0 8 8 8,3,8,8
Case 2238,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,416063,2851541,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,2,2,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,8,13
Case 2238,416063,0 0 0 0 0 0 0 0 0 0 0 0 1 416063,2,416063,2851541,2,0 0 0 0 0 0 0 0 0 0 0 0 4 2,2,2,2,8,0 0 0 0 0 0 0 0 0 0 0 0 13 8,2,8,13
Case 2238,416063,0 0 0 0 0 0 0 0 0 0 0 1 416063 416063,3,2851541,2851541,2,0 0 0 0 0 0 0 0 0 0 0 4 2 2,3,2,2,8,0 0 0 0 0 0 0 0 0 0 0 13 8 8,3,13,13
Case 2239,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,28,2764258,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,4,1,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,8,8
Case 2239,28,0 0 0 0 0 0 0 0 0 0 0 0 1 28,2,607104,2764258,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,4,1,8,0 0 0 0 0 0 0 0 0 0 0 0 8 8,2,9,8
Case 2239,607104,0 0 0 0 0 0 0 0 0 0 0 1 28 607104,3,607105,2764258,4,0 0 0 0 0 0 0 0 0 0 0 4 4 4,3,4,1,9,0 0 0 0 0 0 0 0 0 0 0 8 8 9,3,9,8
Case 2239,607105,0 0 0 0 0 0 0 0 0 0 1 28 607104 607105,4,1064286,2764258,4,0 0 0 0 0 0 0 0 0 0 4 4 4 4,4,2,1,9,0 0 0 0 0 0 0 0 0 0 8 8 9 9,4,16,8
Case 2239,1064286,0 0 0 0 0 0 0 0 0 1 28 607104 607105 1064286,5,1230950,2764258,2,0 0 0 0 0 0 0 0 0 4 4 4 4 2,5,4,1,16,0 0 0 0 0 0 0 0 0 8 8 9 9 16,5,14,8
