case_id,time_timestamp,time_timestamp##Prefix,time_timestamp##Prefix Length,time_timestamp##Next-Feature,time_timestamp##Last-Feature,day_of_week,day_of_week##Prefix,day_of_week##Prefix Length,day_of_week##Next-Feature,day_of_week##Last-Feature,hour_of_day,hour_of_day##Prefix,hour_of_day##Prefix Length,hour_of_day##Next-Feature,hour_of_day##Last-Feature
Case 451,425543,0 0 0 0 0 0 0 0 0 0 1 413904 425438 425543,4,3801804,3801804,2,0 0 0 0 0 0 0 0 0 0 4 2 2 2,4,6,6,12,0 0 0 0 0 0 0 0 0 0 14 9 12 12,4,14,14
Case 4510,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,3845,3805258,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,2,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,14,14
Case 4510,3845,0 0 0 0 0 0 0 0 0 0 0 0 1 3845,2,3854,3805258,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,0,2,14,0 0 0 0 0 0 0 0 0 0 0 0 12 14,2,14,14
Case 4510,3854,0 0 0 0 0 0 0 0 0 0 0 1 3845 3854,3,3805258,3805258,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,2,2,14,0 0 0 0 0 0 0 0 0 0 0 12 14 14,3,14,14
Case 4511,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,676233,4301492,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,3,3,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,9,8
Case 4511,676233,0 0 0 0 0 0 0 0 0 0 0 0 1 676233,2,689262,4301492,3,0 0 0 0 0 0 0 0 0 0 0 0 2 3,2,3,3,9,0 0 0 0 0 0 0 0 0 0 0 0 13 9,2,13,8
Case 4511,689262,0 0 0 0 0 0 0 0 0 0 0 1 676233 689262,3,3005476,4301492,3,0 0 0 0 0 0 0 0 0 0 0 2 3 3,3,2,3,13,0 0 0 0 0 0 0 0 0 0 0 13 9 13,3,8,8
Case 4511,3005476,0 0 0 0 0 0 0 0 0 0 1 676233 689262 3005476,4,3005476,4301492,2,0 0 0 0 0 0 0 0 0 0 2 3 3 2,4,2,3,8,0 0 0 0 0 0 0 0 0 0 13 9 13 8,4,8,8
Case 4511,3005476,0 0 0 0 0 0 0 0 0 1 676233 689262 3005476 3005476,5,4301492,4301492,2,0 0 0 0 0 0 0 0 0 2 3 3 2 2,5,3,3,8,0 0 0 0 0 0 0 0 0 13 9 13 8 8,5,8,8
Case 4512,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,90721,4307543,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,4,4,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,15,10
Case 4512,90721,0 0 0 0 0 0 0 0 0 0 0 0 1 90721,2,423206,4307543,4,0 0 0 0 0 0 0 0 0 0 0 0 3 4,2,1,4,15,0 0 0 0 0 0 0 0 0 0 0 0 14 15,2,11,10
Case 4512,423206,0 0 0 0 0 0 0 0 0 0 0 1 90721 423206,3,4307543,4307543,1,0 0 0 0 0 0 0 0 0 0 0 3 4 1,3,4,4,11,0 0 0 0 0 0 0 0 0 0 0 14 15 11,3,10,10
Case 4513,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2334151,4926175,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,2,4,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,14,14
Case 4513,2334151,0 0 0 0 0 0 0 0 0 0 0 0 1 2334151,2,4926175,4926175,2,0 0 0 0 0 0 0 0 0 0 0 0 3 2,2,4,4,14,0 0 0 0 0 0 0 0 0 0 0 0 14 14,2,14,14
Case 4514,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,79926,3988688,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,3,6,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,9,14
Case 4514,79926,0 0 0 0 0 0 0 0 0 0 0 0 1 79926,2,80045,3988688,3,0 0 0 0 0 0 0 0 0 0 0 0 2 3,2,3,6,9,0 0 0 0 0 0 0 0 0 0 0 0 10 9,2,9,14
Case 4514,80045,0 0 0 0 0 0 0 0 0 0 0 1 79926 80045,3,86705,3988688,3,0 0 0 0 0 0 0 0 0 0 0 2 3 3,3,3,6,9,0 0 0 0 0 0 0 0 0 0 0 10 9 9,3,10,14
Case 4514,86705,0 0 0 0 0 0 0 0 0 0 1 79926 80045 86705,4,103610,3988688,3,0 0 0 0 0 0 0 0 0 0 2 3 3 3,4,3,6,10,0 0 0 0 0 0 0 0 0 0 10 9 9 10,4,15,14
Case 4514,103610,0 0 0 0 0 0 0 0 0 1 79926 80045 86705 103610,5,3988688,3988688,3,0 0 0 0 0 0 0 0 0 2 3 3 3 3,5,6,6,15,0 0 0 0 0 0 0 0 0 10 9 9 10 15,5,14,14
Case 4515,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,10,2851658,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,1,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,10,10
Case 4515,10,0 0 0 0 0 0 0 0 0 0 0 0 1 10,2,920,2851658,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,3,1,10,0 0 0 0 0 0 0 0 0 0 0 0 10 10,2,10,10
Case 4515,920,0 0 0 0 0 0 0 0 0 0 0 1 10 920,3,2851658,2851658,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,1,1,10,0 0 0 0 0 0 0 0 0 0 0 10 10 10,3,10,10
Case 4516,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,14,2851759,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,1,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,13,13
Case 4516,14,0 0 0 0 0 0 0 0 0 0 0 0 1 14,2,345,2851759,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,3,1,13,0 0 0 0 0 0 0 0 0 0 0 0 13 13,2,13,13
Case 4516,345,0 0 0 0 0 0 0 0 0 0 0 1 14 345,3,2851759,2851759,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,1,1,13,0 0 0 0 0 0 0 0 0 0 0 13 13 13,3,13,13
Case 4517,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,10,3802127,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,2,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,7,8
Case 4517,10,0 0 0 0 0 0 0 0 0 0 0 0 1 10,2,91674,3802127,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,1,2,7,0 0 0 0 0 0 0 0 0 0 0 0 7 7,2,9,8
Case 4517,91674,0 0 0 0 0 0 0 0 0 0 0 1 10 91674,3,3802127,3802127,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,3,2,2,9,0 0 0 0 0 0 0 0 0 0 0 7 7 9,3,8,8
Case 4518,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,186118,4927706,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,4,3,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,12,9
Case 4518,186118,0 0 0 0 0 0 0 0 0 0 0 0 1 186118,2,518639,4927706,4,0 0 0 0 0 0 0 0 0 0 0 0 2 4,2,1,3,12,0 0 0 0 0 0 0 0 0 0 0 0 9 12,2,9,9
Case 4518,518639,0 0 0 0 0 0 0 0 0 0 0 1 186118 518639,3,1294755,4927706,1,0 0 0 0 0 0 0 0 0 0 0 2 4 1,3,3,3,9,0 0 0 0 0 0 0 0 0 0 0 9 12 9,3,8,9
Case 4518,1294755,0 0 0 0 0 0 0 0 0 0 1 186118 518639 1294755,4,4927706,4927706,3,0 0 0 0 0 0 0 0 0 0 2 4 1 3,4,3,3,8,0 0 0 0 0 0 0 0 0 0 9 12 9 8,4,9,9
Case 4519,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,27,4317243,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,3,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,15,15
Case 4519,27,0 0 0 0 0 0 0 0 0 0 0 0 1 27,2,1375648,4317243,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,4,3,15,0 0 0 0 0 0 0 0 0 0 0 0 15 15,2,14,15
Case 4519,1375648,0 0 0 0 0 0 0 0 0 0 0 1 27 1375648,3,1375649,4317243,4,0 0 0 0 0 0 0 0 0 0 0 2 2 4,3,4,3,14,0 0 0 0 0 0 0 0 0 0 0 15 15 14,3,14,15
Case 4519,1375649,0 0 0 0 0 0 0 0 0 0 1 27 1375648 1375649,4,1375671,4317243,4,0 0 0 0 0 0 0 0 0 0 2 2 4 4,4,4,3,14,0 0 0 0 0 0 0 0 0 0 15 15 14 14,4,14,15
Case 4519,1375671,0 0 0 0 0 0 0 0 0 1 27 1375648 1375649 1375671,5,1381537,4317243,4,0 0 0 0 0 0 0 0 0 2 2 4 4 4,5,4,3,14,0 0 0 0 0 0 0 0 0 15 15 14 14 14,5,15,15
Case 4519,1381537,0 0 0 0 0 0 0 0 1 27 1375648 1375649 1375671 1381537,6,1716000,4317243,4,0 0 0 0 0 0 0 0 2 2 4 4 4 4,6,1,3,15,0 0 0 0 0 0 0 0 15 15 14 14 14 15,6,12,15
Case 4519,1716000,0 0 0 0 0 0 0 1 27 1375648 1375649 1375671 1381537 1716000,7,1716018,4317243,1,0 0 0 0 0 0 0 2 2 4 4 4 4 1,7,1,3,12,0 0 0 0 0 0 0 15 15 14 14 14 15 12,7,12,15
Case 4519,1716018,0 0 0 0 0 0 1 27 1375648 1375649 1375671 1381537 1716000 1716018,8,1725081,4317243,1,0 0 0 0 0 0 2 2 4 4 4 4 1 1,8,1,3,12,0 0 0 0 0 0 15 15 14 14 14 15 12 12,8,15,15
Case 4519,1725081,0 0 0 0 0 1 27 1375648 1375649 1375671 1381537 1716000 1716018 1725081,9,4317243,4317243,1,0 0 0 0 0 2 2 4 4 4 4 1 1 1,9,3,3,15,0 0 0 0 0 15 15 14 14 14 15 12 12 15,9,15,15
Case 452,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,485969,2764279,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,0,5,17,0 0 0 0 0 0 0 0 0 0 0 0 0 17,1,8,17
Case 452,485969,0 0 0 0 0 0 0 0 0 0 0 0 1 485969,2,516148,2764279,0,0 0 0 0 0 0 0 0 0 0 0 0 1 0,2,0,5,8,0 0 0 0 0 0 0 0 0 0 0 0 17 8,2,16,17
Case 452,516148,0 0 0 0 0 0 0 0 0 0 0 1 485969 516148,3,2764279,2764279,0,0 0 0 0 0 0 0 0 0 0 0 1 0 0,3,5,5,16,0 0 0 0 0 0 0 0 0 0 0 17 8 16,3,17,17
Case 4520,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,11123,2764848,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,4,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,16,13
Case 4520,11123,0 0 0 0 0 0 0 0 0 0 0 0 1 11123,2,87573,2764848,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,1,4,16,0 0 0 0 0 0 0 0 0 0 0 0 13 16,2,14,13
Case 4520,87573,0 0 0 0 0 0 0 0 0 0 0 1 11123 87573,3,2764848,2764848,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,3,4,4,14,0 0 0 0 0 0 0 0 0 0 0 13 16 14,3,13,13
Case 4521,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,3123,3974509,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1,5,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,15,14
Case 4521,3123,0 0 0 0 0 0 0 0 0 0 0 0 1 3123,2,3185,3974509,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,2,1,5,15,0 0 0 0 0 0 0 0 0 0 0 0 14 15,2,15,14
Case 4521,3185,0 0 0 0 0 0 0 0 0 0 0 1 3123 3185,3,3974509,3974509,1,0 0 0 0 0 0 0 0 0 0 0 1 1 1,3,5,5,15,0 0 0 0 0 0 0 0 0 0 0 14 15 15,3,14,14
Case 4522,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,341606,3463486,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,1,2,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,12,15
Case 4522,341606,0 0 0 0 0 0 0 0 0 0 0 0 1 341606,2,606410,3463486,1,0 0 0 0 0 0 0 0 0 0 0 0 4 1,2,4,2,12,0 0 0 0 0 0 0 0 0 0 0 0 13 12,2,13,15
Case 4522,606410,0 0 0 0 0 0 0 0 0 0 0 1 341606 606410,3,613515,3463486,4,0 0 0 0 0 0 0 0 0 0 0 4 1 4,3,4,2,13,0 0 0 0 0 0 0 0 0 0 0 13 12 13,3,15,15
Case 4522,613515,0 0 0 0 0 0 0 0 0 0 1 341606 606410 613515,4,3463486,3463486,4,0 0 0 0 0 0 0 0 0 0 4 1 4 4,4,2,2,15,0 0 0 0 0 0 0 0 0 0 13 12 13 15,4,15,15
Case 4523,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,515039,3801885,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,2,5,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,9,10
Case 4523,515039,0 0 0 0 0 0 0 0 0 0 0 0 1 515039,2,515119,3801885,2,0 0 0 0 0 0 0 0 0 0 0 0 3 2,2,2,5,9,0 0 0 0 0 0 0 0 0 0 0 0 10 9,2,9,10
Case 4523,515119,0 0 0 0 0 0 0 0 0 0 0 1 515039 515119,3,3801885,3801885,2,0 0 0 0 0 0 0 0 0 0 0 3 2 2,3,5,5,9,0 0 0 0 0 0 0 0 0 0 0 10 9 9,3,10,10
Case 4524,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,210,3802104,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1,3,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,9,9
Case 4524,210,0 0 0 0 0 0 0 0 0 0 0 0 1 210,2,354,3802104,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,2,1,3,9,0 0 0 0 0 0 0 0 0 0 0 0 9 9,2,9,9
Case 4524,354,0 0 0 0 0 0 0 0 0 0 0 1 210 354,3,3802104,3802104,1,0 0 0 0 0 0 0 0 0 0 0 1 1 1,3,3,3,9,0 0 0 0 0 0 0 0 0 0 0 9 9 9,3,9,9
Case 4525,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,694403,5097863,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,3,5,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,16,15
Case 4525,694403,0 0 0 0 0 0 0 0 0 0 0 0 1 694403,2,694614,5097863,3,0 0 0 0 0 0 0 0 0 0 0 0 2 3,2,3,5,16,0 0 0 0 0 0 0 0 0 0 0 0 15 16,2,16,15
Case 4525,694614,0 0 0 0 0 0 0 0 0 0 0 1 694403 694614,3,694614,5097863,3,0 0 0 0 0 0 0 0 0 0 0 2 3 3,3,3,5,16,0 0 0 0 0 0 0 0 0 0 0 15 16 16,3,16,15
Case 4525,694614,0 0 0 0 0 0 0 0 0 0 1 694403 694614 694614,4,5097863,5097863,3,0 0 0 0 0 0 0 0 0 0 2 3 3 3,4,5,5,16,0 0 0 0 0 0 0 0 0 0 15 16 16 16,4,15,15
Case 4526,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,12069,3975036,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,4,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,10,7
Case 4526,12069,0 0 0 0 0 0 0 0 0 0 0 0 1 12069,2,697204,3975036,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,1,4,10,0 0 0 0 0 0 0 0 0 0 0 0 7 10,2,8,7
Case 4526,697204,0 0 0 0 0 0 0 0 0 0 0 1 12069 697204,3,3975036,3975036,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,3,4,4,8,0 0 0 0 0 0 0 0 0 0 0 7 10 8,3,7,7
Case 4527,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,88,3283573,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,5,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,9,9
Case 4527,88,0 0 0 0 0 0 0 0 0 0 0 0 1 88,2,3283573,3283573,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,5,5,9,0 0 0 0 0 0 0 0 0 0 0 0 9 9,2,9,9
Case 4528,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,3732,3802015,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,4,6,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,14,13
Case 4528,3732,0 0 0 0 0 0 0 0 0 0 0 0 1 3732,2,248904,3802015,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,0,6,14,0 0 0 0 0 0 0 0 0 0 0 0 13 14,2,10,13
Case 4528,248904,0 0 0 0 0 0 0 0 0 0 0 1 3732 248904,3,248905,3802015,0,0 0 0 0 0 0 0 0 0 0 0 4 4 0,3,0,6,10,0 0 0 0 0 0 0 0 0 0 0 13 14 10,3,10,13
Case 4528,248905,0 0 0 0 0 0 0 0 0 0 1 3732 248904 248905,4,849426,3802015,0,0 0 0 0 0 0 0 0 0 0 4 4 0 0,4,0,6,10,0 0 0 0 0 0 0 0 0 0 13 14 10 10,4,9,13
Case 4528,849426,0 0 0 0 0 0 0 0 0 1 3732 248904 248905 849426,5,3802015,3802015,0,0 0 0 0 0 0 0 0 0 4 4 0 0 0,5,6,6,9,0 0 0 0 0 0 0 0 0 13 14 10 10 9,5,13,13
Case 4529,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,110,2851753,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,1,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,13,13
Case 4529,110,0 0 0 0 0 0 0 0 0 0 0 0 1 110,2,435080,2851753,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,1,1,13,0 0 0 0 0 0 0 0 0 0 0 0 13 13,2,14,13
Case 4529,435080,0 0 0 0 0 0 0 0 0 0 0 1 110 435080,3,2851753,2851753,1,0 0 0 0 0 0 0 0 0 0 0 3 3 1,3,1,1,14,0 0 0 0 0 0 0 0 0 0 0 13 13 14,3,13,13
Case 453,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,9,3024250,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,2,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,7,8
Case 453,9,0 0 0 0 0 0 0 0 0 0 0 0 1 9,2,189259,3024250,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,4,2,7,0 0 0 0 0 0 0 0 0 0 0 0 7 7,2,12,8
Case 453,189259,0 0 0 0 0 0 0 0 0 0 0 1 9 189259,3,189259,3024250,4,0 0 0 0 0 0 0 0 0 0 0 2 2 4,3,4,2,12,0 0 0 0 0 0 0 0 0 0 0 7 7 12,3,12,8
Case 453,189259,0 0 0 0 0 0 0 0 0 0 1 9 189259 189259,4,3024250,3024250,4,0 0 0 0 0 0 0 0 0 0 2 2 4 4,4,2,2,12,0 0 0 0 0 0 0 0 0 0 7 7 12 12,4,8,8
Case 4530,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,233480,2824647,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,0,2,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,7,7
Case 4530,233480,0 0 0 0 0 0 0 0 0 0 0 0 1 233480,2,1528625,2824647,0,0 0 0 0 0 0 0 0 0 0 0 0 4 0,2,1,2,7,0 0 0 0 0 0 0 0 0 0 0 0 14 7,2,7,7
Case 4530,1528625,0 0 0 0 0 0 0 0 0 0 0 1 233480 1528625,3,2824647,2824647,1,0 0 0 0 0 0 0 0 0 0 0 4 0 1,3,2,2,7,0 0 0 0 0 0 0 0 0 0 0 14 7 7,3,7,7
Case 4531,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,16144,2678551,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,5,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,13,9
Case 4531,16144,0 0 0 0 0 0 0 0 0 0 0 0 1 16144,2,2678551,2678551,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,5,5,13,0 0 0 0 0 0 0 0 0 0 0 0 9 13,2,9,9
Case 4532,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1637098,2933117,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,2,3,12,0 0 0 0 0 0 0 0 0 0 0 0 0 12,1,11,11
Case 4532,1637098,0 0 0 0 0 0 0 0 0 0 0 0 1 1637098,2,2933117,2933117,2,0 0 0 0 0 0 0 0 0 0 0 0 4 2,2,3,3,11,0 0 0 0 0 0 0 0 0 0 0 0 12 11,2,11,11
Case 4533,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,10001,3974430,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,6,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,13,10
Case 4533,10001,0 0 0 0 0 0 0 0 0 0 0 0 1 10001,2,10055,3974430,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,2,6,13,0 0 0 0 0 0 0 0 0 0 0 0 10 13,2,13,10
Case 4533,10055,0 0 0 0 0 0 0 0 0 0 0 1 10001 10055,3,3974430,3974430,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,6,6,13,0 0 0 0 0 0 0 0 0 0 0 10 13 13,3,10,10
Case 4534,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2720,3283421,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,3,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,9,8
Case 4534,2720,0 0 0 0 0 0 0 0 0 0 0 0 1 2720,2,31068,3283421,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,0,3,9,0 0 0 0 0 0 0 0 0 0 0 0 8 9,2,17,8
Case 4534,31068,0 0 0 0 0 0 0 0 0 0 0 1 2720 31068,3,3283421,3283421,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,3,3,17,0 0 0 0 0 0 0 0 0 0 0 8 9 17,3,8,8
Case 4535,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1524750,2832177,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,0,1,16,0 0 0 0 0 0 0 0 0 0 0 0 0 16,1,8,11
Case 4535,1524750,0 0 0 0 0 0 0 0 0 0 0 0 1 1524750,2,1536159,2832177,0,0 0 0 0 0 0 0 0 0 0 0 0 3 0,2,0,1,8,0 0 0 0 0 0 0 0 0 0 0 0 16 8,2,11,11
Case 4535,1536159,0 0 0 0 0 0 0 0 0 0 0 1 1524750 1536159,3,2832177,2832177,0,0 0 0 0 0 0 0 0 0 0 0 3 0 0,3,1,1,11,0 0 0 0 0 0 0 0 0 0 0 16 8 11,3,11,11
Case 4536,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,80583,2678750,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,3,5,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,8,10
Case 4536,80583,0 0 0 0 0 0 0 0 0 0 0 0 1 80583,2,2678750,2678750,3,0 0 0 0 0 0 0 0 0 0 0 0 2 3,2,5,5,8,0 0 0 0 0 0 0 0 0 0 0 0 10 8,2,10,10
Case 4537,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1471074,2769902,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,0,1,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,9,9
Case 4537,1471074,0 0 0 0 0 0 0 0 0 0 0 0 1 1471074,2,1473882,2769902,0,0 0 0 0 0 0 0 0 0 0 0 0 4 0,2,0,1,9,0 0 0 0 0 0 0 0 0 0 0 0 8 9,2,9,9
Case 4537,1473882,0 0 0 0 0 0 0 0 0 0 0 1 1471074 1473882,3,2769902,2769902,0,0 0 0 0 0 0 0 0 0 0 0 4 0 0,3,1,1,9,0 0 0 0 0 0 0 0 0 0 0 8 9 9,3,9,9
Case 4538,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,233593,2840728,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,0,2,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,8,12
Case 4538,233593,0 0 0 0 0 0 0 0 0 0 0 0 1 233593,2,581164,2840728,0,0 0 0 0 0 0 0 0 0 0 0 0 4 0,2,4,2,8,0 0 0 0 0 0 0 0 0 0 0 0 15 8,2,8,12
Case 4538,581164,0 0 0 0 0 0 0 0 0 0 0 1 233593 581164,3,581164,2840728,4,0 0 0 0 0 0 0 0 0 0 0 4 0 4,3,4,2,8,0 0 0 0 0 0 0 0 0 0 0 15 8 8,3,8,12
Case 4538,581164,0 0 0 0 0 0 0 0 0 0 1 233593 581164 581164,4,1544714,2840728,4,0 0 0 0 0 0 0 0 0 0 4 0 4 4,4,1,2,8,0 0 0 0 0 0 0 0 0 0 15 8 8 8,4,12,12
Case 4538,1544714,0 0 0 0 0 0 0 0 0 1 233593 581164 581164 1544714,5,2840728,2840728,1,0 0 0 0 0 0 0 0 0 4 0 4 4 1,5,2,2,12,0 0 0 0 0 0 0 0 0 15 8 8 8 12,5,12,12
Case 4539,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,15,4407345,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,5,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,9,9
Case 4539,15,0 0 0 0 0 0 0 0 0 0 0 0 1 15,2,518673,4407345,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,2,5,9,0 0 0 0 0 0 0 0 0 0 0 0 9 9,2,9,9
Case 4539,518673,0 0 0 0 0 0 0 0 0 0 0 1 15 518673,3,519318,4407345,2,0 0 0 0 0 0 0 0 0 0 0 3 3 2,3,2,5,9,0 0 0 0 0 0 0 0 0 0 0 9 9 9,3,9,9
Case 4539,519318,0 0 0 0 0 0 0 0 0 0 1 15 518673 519318,4,4407345,4407345,2,0 0 0 0 0 0 0 0 0 0 3 3 2 2,4,5,5,9,0 0 0 0 0 0 0 0 0 0 9 9 9 9,4,9,9
Case 454,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,15,2678940,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1,4,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,15,16
Case 454,15,0 0 0 0 0 0 0 0 0 0 0 0 1 15,2,1672,2678940,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,2,1,4,15,0 0 0 0 0 0 0 0 0 0 0 0 15 15,2,16,16
Case 454,1672,0 0 0 0 0 0 0 0 0 0 0 1 15 1672,3,2678940,2678940,1,0 0 0 0 0 0 0 0 0 0 0 1 1 1,3,4,4,16,0 0 0 0 0 0 0 0 0 0 0 15 15 16,3,16,16
Case 4540,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,243278,3802173,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,0,6,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,9,14
