case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next,Resource,Resource_prefix,Resource_k,Resource_next
Case 1885,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 6
Case 1885,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 6,Value 13 Value 6,1,Value 6
Case 1885,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 6,Value 13 Value 6 Value 6,2,Value 6
Case 1885,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 6,Value 13 Value 6 Value 6 Value 6,3,Value 5
Case 1886,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 1886,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 1886,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 1887,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 3
Case 1887,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 3,Value 1 Value 3,1,Value 4
Case 1887,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4,Value 1 Value 3 Value 4,2,Value 3
Case 1888,take-in-charge-ticket,take-in-charge-ticket,0,resolve-ticket,Value 4,Value 4,0,Value 2
Case 1888,resolve-ticket,take-in-charge-ticket resolve-ticket,1,closed,Value 2,Value 4 Value 2,1,Value 5
Case 1889,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 2
Case 1889,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 8 Value 2,1,Value 2
Case 1889,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 8 Value 2 Value 2,2,Value 5
Case 1890,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 1890,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 1890,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 1891,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 1891,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8,Value 8 Value 8,1,Value 8
Case 1891,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 8,Value 8 Value 8 Value 8,2,Value 5
Case 1892,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 2
Case 1892,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 2,Value 9 Value 2,1,Value 4
Case 1892,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 4,Value 9 Value 2 Value 4,2,Value 4
Case 1892,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 4,Value 9 Value 2 Value 4 Value 4,3,Value 3
Case 1893,assign-seriousness,assign-seriousness,0,resolve-ticket,Value 4,Value 4,0,Value 4
Case 1893,resolve-ticket,assign-seriousness resolve-ticket,1,closed,Value 4,Value 4 Value 4,1,Value 5
Case 1894,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 1894,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 1 Value 2,1,Value 2
Case 1894,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 1 Value 2 Value 2,2,Value 3
Case 1895,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 2
Case 1895,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 13 Value 2,1,Value 2
Case 1895,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 13 Value 2 Value 2,2,Value 5
Case 1896,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 1896,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8,Value 8 Value 8,1,Value 9
Case 1896,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 8 Value 8 Value 9,2,Value 5
Case 1897,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 1897,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8,Value 8 Value 8,1,Value 2
Case 1897,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 2,Value 8 Value 8 Value 2,2,Value 8
Case 1897,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,resolve-ticket,Value 8,Value 8 Value 8 Value 2 Value 8,3,Value 2
Case 1897,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,closed,Value 2,Value 8 Value 8 Value 2 Value 8 Value 2,4,Value 5
Case 1898,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 13
Case 1898,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 13,Value 1 Value 13,1,Value 13
Case 1898,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 13,Value 1 Value 13 Value 13,2,Value 2
Case 1898,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 2,Value 1 Value 13 Value 13 Value 2,3,Value 5
Case 1899,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 6
Case 1899,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 6,Value 9 Value 6,1,Value 12
Case 1899,wait,assign-seriousness take-in-charge-ticket wait,2,wait,Value 12,Value 9 Value 6 Value 12,2,Value 12
Case 1899,wait,assign-seriousness take-in-charge-ticket wait wait,3,take-in-charge-ticket,Value 12,Value 9 Value 6 Value 12 Value 12,3,Value 16
Case 1899,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket,4,resolve-ticket,Value 16,Value 9 Value 6 Value 12 Value 12 Value 16,4,Value 16
Case 1899,resolve-ticket,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,5,closed,Value 16,Value 9 Value 6 Value 12 Value 12 Value 16 Value 16,5,Value 5
Case 1900,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 14,Value 14,0,Value 2
Case 1900,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 2,Value 14 Value 2,1,Value 12
Case 1900,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 12,Value 14 Value 2 Value 12,2,Value 16
Case 1900,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 16,Value 14 Value 2 Value 12 Value 16,3,Value 3
Case 1901,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 14,Value 14,0,Value 18
Case 1901,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 18,Value 14 Value 18,1,Value 2
Case 1901,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2,Value 14 Value 18 Value 2,2,Value 18
Case 1901,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 18,Value 14 Value 18 Value 2 Value 18,3,Value 3
Case 1902,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 4,Value 4,0,Value 10
Case 1902,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 10,Value 4 Value 10,1,Value 10
Case 1902,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 10,Value 4 Value 10 Value 10,2,Value 5
Case 1903,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 1903,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 2,Value 1 Value 2,1,Value 2
Case 1903,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2,Value 1 Value 2 Value 2,2,Value 1
Case 1903,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 1,Value 1 Value 2 Value 2 Value 1,3,Value 3
Case 1904,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 6,Value 6,0,Value 2
Case 1904,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 6 Value 2,1,Value 2
Case 1904,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 6 Value 2 Value 2,2,Value 5
Case 1905,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 1905,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 1905,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 1906,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 14,Value 14,0,Value 14
Case 1906,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 14,Value 14 Value 14,1,Value 14
Case 1906,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 14,Value 14 Value 14 Value 14,2,Value 5
Case 1907,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 16,Value 16,0,Value 16
Case 1907,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 16,Value 16 Value 16,1,Value 16
Case 1907,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 16,Value 16 Value 16 Value 16,2,Value 16
Case 1907,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,wait,Value 16,Value 16 Value 16 Value 16 Value 16,3,Value 16
Case 1907,wait,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,4,take-in-charge-ticket,Value 16,Value 16 Value 16 Value 16 Value 16 Value 16,4,Value 16
Case 1907,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket,Value 16,Value 16 Value 16 Value 16 Value 16 Value 16 Value 16,5,Value 16
Case 1907,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed,Value 16,Value 16 Value 16 Value 16 Value 16 Value 16 Value 16 Value 16,6,Value 5
Case 1908,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 9
Case 1908,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 9,Value 9 Value 9,1,Value 9
Case 1908,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9,Value 9 Value 9 Value 9,2,Value 9
Case 1908,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9,Value 9 Value 9 Value 9 Value 9,3,Value 5
Case 1909,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 1909,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 1909,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 1910,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 12
Case 1910,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 12,Value 1 Value 12,1,Value 12
Case 1910,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 12,Value 1 Value 12 Value 12,2,Value 5
Case 1911,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 1911,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 1911,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 1912,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 1912,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 1,Value 1 Value 1,1,Value 2
Case 1912,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2,Value 1 Value 1 Value 2,2,Value 2
Case 1912,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 2,Value 1 Value 1 Value 2 Value 2,3,Value 5
Case 1913,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 10
Case 1913,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 10,Value 1 Value 10,1,Value 10
Case 1913,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 10,Value 1 Value 10 Value 10,2,Value 5
Case 1914,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 1914,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 2
Case 1914,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 1 Value 1 Value 2,2,Value 5
Case 1915,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 1915,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 1 Value 2,1,Value 9
Case 1915,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 1 Value 2 Value 9,2,Value 3
Case 1916,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 14,Value 14,0,Value 12
Case 1916,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 12,Value 14 Value 12,1,Value 2
Case 1916,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2,Value 14 Value 12 Value 2,2,Value 12
Case 1916,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 12,Value 14 Value 12 Value 2 Value 12,3,Value 3
Case 1917,assign-seriousness,assign-seriousness,0,resolve-ticket,Value 13,Value 13,0,Value 13
Case 1917,resolve-ticket,assign-seriousness resolve-ticket,1,closed,Value 13,Value 13 Value 13,1,Value 5
Case 1918,assign-seriousness,assign-seriousness,0,resolve-ticket,Value 1,Value 1,0,Value 2
Case 1918,resolve-ticket,assign-seriousness resolve-ticket,1,closed,Value 2,Value 1 Value 2,1,Value 3
Case 1919,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 14
Case 1919,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 14,Value 2 Value 14,1,Value 14
Case 1919,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 14,Value 2 Value 14 Value 14,2,Value 14
Case 1919,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 14,Value 2 Value 14 Value 14 Value 14,3,Value 14
Case 1919,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 14,Value 2 Value 14 Value 14 Value 14 Value 14,4,Value 5
Case 1920,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 1920,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 1920,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 1921,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 9
Case 1921,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 1 Value 9,1,Value 9
Case 1921,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 1 Value 9 Value 9,2,Value 5
Case 1922,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 1922,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 1 Value 2,1,Value 2
Case 1922,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 1 Value 2 Value 2,2,Value 3
Case 1923,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 16
Case 1923,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 16,Value 9 Value 16,1,Value 16
Case 1923,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 16,Value 9 Value 16 Value 16,2,Value 5
Case 1924,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 13
Case 1924,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13,Value 13 Value 13,1,Value 13
Case 1924,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 13 Value 13 Value 13,2,Value 3
Case 1925,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 6,Value 6,0,Value 6
Case 1925,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6,Value 6 Value 6,1,Value 6
Case 1925,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6,Value 6 Value 6 Value 6,2,Value 5
Case 1926,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 1926,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8,Value 8 Value 8,1,Value 8
Case 1926,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 8,Value 8 Value 8 Value 8,2,Value 5
Case 1927,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 1927,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 1927,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 1928,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 14
Case 1928,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 14,Value 9 Value 14,1,Value 14
Case 1928,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 14,Value 9 Value 14 Value 14,2,Value 5
Case 1929,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 2,Value 2,0,Value 7
Case 1929,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 7,Value 2 Value 7,1,Value 2
Case 1929,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 2,Value 2 Value 7 Value 2,2,Value 2
Case 1929,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 2,Value 2 Value 7 Value 2 Value 2,3,Value 5
Case 1930,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 19,Value 19,0,Value 2
Case 1930,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 19 Value 2,1,Value 2
Case 1930,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 19 Value 2 Value 2,2,Value 5
Case 1931,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 1931,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 1 Value 2,1,Value 2
Case 1931,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 2,Value 1 Value 2 Value 2,2,Value 2
Case 1931,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 2,Value 1 Value 2 Value 2 Value 2,3,Value 5
Case 1932,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 8,Value 8,0,Value 8
Case 1932,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 8,Value 8 Value 8,1,Value 13
Case 1932,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 13,Value 8 Value 8 Value 13,2,Value 13
Case 1932,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 13,Value 8 Value 8 Value 13 Value 13,3,Value 5
Case 1933,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 1933,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 8,Value 8 Value 8,1,Value 8
Case 1933,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,resolve-ticket,Value 8,Value 8 Value 8 Value 8,2,Value 13
Case 1933,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,closed,Value 13,Value 8 Value 8 Value 8 Value 13,3,Value 5
Case 1934,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 7,Value 7,0,Value 2
Case 1934,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 7 Value 2,1,Value 2
Case 1934,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 7 Value 2 Value 2,2,Value 5
Case 1935,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 1935,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8,Value 8 Value 8,1,Value 9
Case 1935,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 9,Value 8 Value 8 Value 9,2,Value 9
Case 1935,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,wait,Value 9,Value 8 Value 8 Value 9 Value 9,3,Value 9
Case 1935,wait,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,4,take-in-charge-ticket,Value 9,Value 8 Value 8 Value 9 Value 9 Value 9,4,Value 9
Case 1935,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket,Value 9,Value 8 Value 8 Value 9 Value 9 Value 9 Value 9,5,Value 9
Case 1935,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed,Value 9,Value 8 Value 8 Value 9 Value 9 Value 9 Value 9 Value 9,6,Value 5
Case 1936,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 8,Value 8,0,Value 8
Case 1936,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 8,Value 8 Value 8,1,Value 9
Case 1936,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait,Value 9,Value 8 Value 8 Value 9,2,Value 9
Case 1936,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket,Value 9,Value 8 Value 8 Value 9 Value 9,3,Value 9
Case 1936,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket,Value 9,Value 8 Value 8 Value 9 Value 9 Value 9,4,Value 9
Case 1936,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed,Value 9,Value 8 Value 8 Value 9 Value 9 Value 9 Value 9,5,Value 5
Case 1937,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 1937,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8,Value 8 Value 8,1,Value 2
Case 1937,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 8 Value 8 Value 2,2,Value 5
Case 1938,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 1938,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 1 Value 2,1,Value 2
Case 1938,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 1 Value 2 Value 2,2,Value 5
Case 1939,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 13,Value 13,0,Value 10
Case 1939,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 10,Value 13 Value 10,1,Value 10
Case 1939,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 10,Value 13 Value 10 Value 10,2,Value 10
Case 1939,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 10,Value 13 Value 10 Value 10 Value 10,3,Value 5
Case 1940,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 2
Case 1940,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 8 Value 2,1,Value 7
Case 1940,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 7,Value 8 Value 2 Value 7,2,Value 5
Case 1941,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 1941,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 1941,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 1942,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 1942,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8,Value 8 Value 8,1,Value 13
Case 1942,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 8 Value 8 Value 13,2,Value 5
Case 1943,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 9
Case 1943,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 9,Value 13 Value 9,1,Value 2
Case 1943,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,wait,Value 2,Value 13 Value 9 Value 2,2,Value 15
Case 1943,wait,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait,3,take-in-charge-ticket,Value 15,Value 13 Value 9 Value 2 Value 15,3,Value 2
Case 1943,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket,Value 2,Value 13 Value 9 Value 2 Value 15 Value 2,4,Value 2
