case_id,time_timestamp,time_timestamp##Prefix,time_timestamp##Prefix Length,time_timestamp##Next-Feature,time_timestamp##Last-Feature
Case 1794,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,58,58
Case 2957,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33
Case 2957,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,33
Case 2957,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,33,33
Case 4384,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,43
Case 4384,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,43
Case 4384,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,43
Case 4384,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,0,43
Case 4384,0,0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,4,43
Case 4384,4,0 0 0 0 0 4 -1 -1 -1 -1 -1 -1 -1 -1,6,4,43
Case 4384,4,0 0 0 0 0 4 4 -1 -1 -1 -1 -1 -1 -1,7,43,43
Case 2819,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,59
Case 2819,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,59
Case 2819,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,39,59
Case 2819,39,0 0 0 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,39,59
Case 2819,39,0 0 0 39 39 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,44,59
Case 2819,44,0 0 0 39 39 44 -1 -1 -1 -1 -1 -1 -1 -1,6,44,59
Case 2819,44,0 0 0 39 39 44 44 -1 -1 -1 -1 -1 -1 -1,7,59,59
Case 161,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,2,31
Case 161,2,0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,3,31
Case 161,3,0 2 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 798,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,7,51
Case 798,7,0 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,24,51
Case 798,24,0 7 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,24,51
Case 798,24,0 7 24 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,24,51
Case 798,24,0 7 24 24 24 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,34,51
Case 798,34,0 7 24 24 24 34 -1 -1 -1 -1 -1 -1 -1 -1,6,34,51
Case 798,34,0 7 24 24 24 34 34 -1 -1 -1 -1 -1 -1 -1,7,36,51
Case 798,36,0 7 24 24 24 34 34 36 -1 -1 -1 -1 -1 -1,8,36,51
Case 798,36,0 7 24 24 24 34 34 36 36 -1 -1 -1 -1 -1,9,51,51
Case 1557,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,7,42
Case 1557,7,0 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,24,42
Case 1557,24,0 7 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,24,42
Case 1557,24,0 7 24 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,27,42
Case 1557,27,0 7 24 24 27 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,27,42
Case 1557,27,0 7 24 24 27 27 -1 -1 -1 -1 -1 -1 -1 -1,6,27,42
Case 1557,27,0 7 24 24 27 27 27 -1 -1 -1 -1 -1 -1 -1,7,27,42
Case 1557,27,0 7 24 24 27 27 27 27 -1 -1 -1 -1 -1 -1,8,27,42
Case 1557,27,0 7 24 24 27 27 27 27 27 -1 -1 -1 -1 -1,9,27,42
Case 1557,27,0 7 24 24 27 27 27 27 27 27 -1 -1 -1 -1,10,42,42
Case 3248,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,12,44
Case 3248,12,0 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,12,44
Case 3248,12,0 12 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,12,44
Case 3248,12,0 12 12 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,44,44
Case 3266,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44
Case 3266,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,44
Case 3266,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,44,44
Case 2790,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,14,49
Case 2790,14,0 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,34,49
Case 2790,34,0 14 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,49,49
Case 1676,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 1676,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,31
Case 1676,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,31
Case 1676,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,31,31
Case 992,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,21,36
Case 992,21,0 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,21,36
Case 992,21,0 21 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,36,36
Case 1141,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,19,54
Case 1141,19,0 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,19,54
Case 1141,19,0 19 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,32,54
Case 1141,32,0 19 19 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,32,54
Case 1141,32,0 19 19 32 32 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,32,54
Case 1141,32,0 19 19 32 32 32 -1 -1 -1 -1 -1 -1 -1 -1,6,32,54
Case 1141,32,0 19 19 32 32 32 32 -1 -1 -1 -1 -1 -1 -1,7,32,54
Case 1141,32,0 19 19 32 32 32 32 32 -1 -1 -1 -1 -1 -1,8,32,54
Case 1141,32,0 19 19 32 32 32 32 32 32 -1 -1 -1 -1 -1,9,39,54
Case 1141,39,0 19 19 32 32 32 32 32 32 39 -1 -1 -1 -1,10,39,54
Case 1141,39,0 19 19 32 32 32 32 32 32 39 39 -1 -1 -1,11,54,54
Case 4428,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,36
Case 4428,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,21,36
Case 4428,21,0 0 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,36,36
Case 3228,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,4,41
Case 3228,4,0 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,26,41
Case 3228,26,0 4 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,26,41
Case 3228,26,0 4 26 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,41,41
Case 1657,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,46
Case 1657,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,7,46
Case 1657,7,0 0 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,46,46
Case 2561,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,1,46
Case 2561,1,0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,46
Case 2561,1,0 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,46,46
Case 919,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,43
Case 919,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,19,43
Case 919,19,0 0 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,28,43
Case 919,28,0 0 19 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,28,43
Case 919,28,0 0 19 28 28 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,43,43
Case 665,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,12,31
Case 665,12,0 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,16,31
Case 665,16,0 12 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,16,31
Case 665,16,0 12 16 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,31,31
Case 125,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,39
Case 125,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,39
Case 125,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,24,39
Case 125,24,0 0 0 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,24,39
Case 125,24,0 0 0 24 24 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,39,39
Case 2405,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,6,48
Case 2405,6,0 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,33,48
Case 2405,33,0 6 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,48,48
Case 335,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,37
Case 335,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,37
Case 335,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,37,37
Case 3287,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,42
Case 3287,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,42
Case 3287,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,20,42
Case 3287,20,0 0 0 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,20,42
Case 3287,20,0 0 0 20 20 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,27,42
Case 3287,27,0 0 0 20 20 27 -1 -1 -1 -1 -1 -1 -1 -1,6,27,42
Case 3287,27,0 0 0 20 20 27 27 -1 -1 -1 -1 -1 -1 -1,7,42,42
Case 1925,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,37
Case 1925,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,37
Case 1925,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,37,37
Case 4258,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44
Case 4258,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,44
Case 4258,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,44,44
Case 1953,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44
Case 1953,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,44
Case 1953,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,44
Case 1953,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,44,44
Case 2889,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,58
Case 2889,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,58
Case 2889,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,58,58
Case 985,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44
Case 985,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,44
Case 985,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,44,44
Case 3586,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,42
Case 3586,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,42
Case 3586,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,12,42
Case 3586,12,0 0 0 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,12,42
Case 3586,12,0 0 0 12 12 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,42,42
Case 3523,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,1,57
Case 3523,1,0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,2,57
Case 3523,2,0 1 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,27,57
Case 3523,27,0 1 2 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,57,57
Case 1002,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,1,31
Case 1002,1,0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,31
Case 1002,1,0 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 2271,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44
Case 2271,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,44
Case 2271,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,44
Case 2271,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,0,44
Case 2271,0,0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,44,44
Case 3079,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33
Case 3079,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,33
Case 3079,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,3,33
Case 3079,3,0 0 0 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,3,33
Case 3079,3,0 0 0 3 3 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,3,33
Case 3079,3,0 0 0 3 3 3 -1 -1 -1 -1 -1 -1 -1 -1,6,3,33
Case 3079,3,0 0 0 3 3 3 3 -1 -1 -1 -1 -1 -1 -1,7,33,33
Case 1928,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,8,31
Case 1928,8,0 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,8,31
Case 1928,8,0 8 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 3917,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,36
Case 3917,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,2,36
Case 3917,2,0 0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,2,36
Case 3917,2,0 0 2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,36,36
Case 1494,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 1494,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,31
Case 1494,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,31
Case 1494,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,31,31
Case 1593,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,9,34
Case 1593,9,0 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,19,34
Case 1593,19,0 9 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,34,34
Case 1077,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,59
Case 1077,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,7,59
Case 1077,7,0 0 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,7,59
Case 1077,7,0 0 7 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,59,59
Case 1879,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,4,31
Case 1879,4,0 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,31
Case 1879,4,0 4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 1728,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33
Case 1728,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,33
Case 1728,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,33
Case 1728,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,6,33
Case 1728,6,0 0 0 0 6 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,6,33
Case 1728,6,0 0 0 0 6 6 -1 -1 -1 -1 -1 -1 -1 -1,6,33,33
Case 2922,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33
Case 2922,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,33
Case 2922,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,33,33
Case 4307,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,7,57
Case 4307,7,0 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,12,57
Case 4307,12,0 7 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,57,57
Case 1280,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,6,33
Case 1280,6,0 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,6,33
Case 1280,6,0 6 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,33,33
Case 3981,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,6,55
Case 3981,6,0 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,6,55
Case 3981,6,0 6 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,6,55
Case 3981,6,0 6 6 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,6,55
Case 3981,6,0 6 6 6 6 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,11,55
Case 3981,11,0 6 6 6 6 11 -1 -1 -1 -1 -1 -1 -1 -1,6,24,55
Case 3981,24,0 6 6 6 6 11 24 -1 -1 -1 -1 -1 -1 -1,7,40,55
Case 3981,40,0 6 6 6 6 11 24 40 -1 -1 -1 -1 -1 -1,8,55,55
Case 2564,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,48
Case 2564,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,48
Case 2564,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,48,48
Case 1849,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,34
Case 1849,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,6,34
Case 1849,6,0 0 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,18,34
Case 1849,18,0 0 6 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,19,34
Case 1849,19,0 0 6 18 19 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,34,34
Case 316,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,40
Case 316,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,3,40
Case 316,3,0 0 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,3,40
Case 316,3,0 0 3 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,40,40
Case 610,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,6,48
Case 610,6,0 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,6,48
Case 610,6,0 6 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,48,48
Case 926,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,40
Case 926,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,40
Case 926,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,40,40
Case 1426,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,33
Case 1426,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,33
Case 1426,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,33
Case 1426,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,0,33
Case 1426,0,0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,33,33
Case 3856,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,55
Case 3856,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,10,55
Case 3856,10,0 0 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,10,55
Case 3856,10,0 0 10 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,55,55
Case 540,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,4,33
Case 540,4,0 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,4,33
Case 540,4,0 4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,33,33
Case 3080,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,59
Case 3080,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,59
Case 3080,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,59,59
Case 4561,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,32
Case 4561,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,32
Case 4561,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,9,32
Case 4561,9,0 0 0 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,9,32
Case 4561,9,0 0 0 9 9 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,17,32
Case 4561,17,0 0 0 9 9 17 -1 -1 -1 -1 -1 -1 -1 -1,6,17,32
Case 4561,17,0 0 0 9 9 17 17 -1 -1 -1 -1 -1 -1 -1,7,32,32
Case 771,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,59
Case 771,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,59
Case 771,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,2,59
Case 771,2,0 0 0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,59,59
Case 1202,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,2,59
Case 1202,2,0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,2,59
Case 1202,2,0 2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,2,59
Case 1202,2,0 2 2 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,59,59
Case 3752,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,1,32
Case 3752,1,0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,32
Case 3752,1,0 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,32,32
Case 2702,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,58
Case 2702,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,58
Case 2702,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,58,58
Case 2359,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 2359,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,31
Case 2359,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,31,31
Case 2159,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,46
Case 2159,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,0,46
Case 2159,0,0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,0,46
Case 2159,0,0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,2,46
Case 2159,2,0 0 0 0 2 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,2,46
Case 2159,2,0 0 0 0 2 2 -1 -1 -1 -1 -1 -1 -1 -1,6,46,46
Case 830,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,44
Case 830,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,44
Case 830,1,0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,1,44
Case 830,1,0 0 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,44,44
Case 2810,0,0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,1,0,31
Case 2810,0,0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,2,1,31
Case 2810,1,0 0 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,3,1,31
Case 2810,1,0 0 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,4,2,31
Case 2810,2,0 0 1 1 2 -1 -1 -1 -1 -1 -1 -1 -1 -1,5,31,31
