case_id,Resource,Prefix,Prefix Length,Next-Feature,Last-Feature
Case 987,2,2 0 0 0 0 0 0,1,1,1
Case 2809,2,2 0 0 0 0 0 0,1,1,1
Case 2810,2,2 0 0 0 0 0 0,1,1,1
Case 2278,2,2 0 0 0 0 0 0,1,1,1
Case 4500,11,11 0 0 0 0 0 0,1,14,14
Case 4442,2,2 0 0 0 0 0 0,1,1,11
Case 4442,2,2 2 0 0 0 0 0,2,1,11
Case 4442,2,2 2 2 0 0 0 0,3,11,11
Case 2389,8,8 0 0 0 0 0 0,1,10,10
Case 2385,15,15 0 0 0 0 0 0,1,13,12
Case 96,3,3 0 0 0 0 0 0,1,6,7
Case 2379,9,9 0 0 0 0 0 0,1,2,2
Case 2426,7,7 0 0 0 0 0 0,1,7,6
Case 2373,9,9 0 0 0 0 0 0,1,2,2
Case 948,2,2 0 0 0 0 0 0,1,1,11
Case 948,2,2 2 0 0 0 0 0,2,11,11
Case 2775,2,2 0 0 0 0 0 0,1,1,1
Case 955,2,2 0 0 0 0 0 0,1,1,1
Case 2356,2,2 0 0 0 0 0 0,1,1,1
Case 4567,3,3 0 0 0 0 0 0,1,6,7
Case 4567,3,3 3 0 0 0 0 0,2,6,7
Case 939,7,7 0 0 0 0 0 0,1,7,6
Case 3295,6,6 0 0 0 0 0 0,1,5,5
Case 4492,7,7 0 0 0 0 0 0,1,7,6
Case 88,11,11 0 0 0 0 0 0,1,14,14
Case 3341,14,14 0 0 0 0 0 0,1,9,9
Case 4503,2,2 0 0 0 0 0 0,1,1,1
Case 3623,14,14 0 0 0 0 0 0,1,9,9
Case 3040,2,2 0 0 0 0 0 0,1,1,1
Case 471,2,2 0 0 0 0 0 0,1,1,1
Case 917,9,9 0 0 0 0 0 0,1,2,2
Case 4427,9,9 0 0 0 0 0 0,1,2,2
Case 3012,9,9 0 0 0 0 0 0,1,2,2
Case 4573,11,11 0 0 0 0 0 0,1,14,14
Case 87,9,9 0 0 0 0 0 0,1,2,2
Case 87,9,9 9 0 0 0 0 0,2,2,2
Case 2793,2,2 0 0 0 0 0 0,1,1,1
Case 974,2,2 0 0 0 0 0 0,1,1,1
Case 3603,15,15 0 0 0 0 0 0,1,13,12
Case 3685,6,6 0 0 0 0 0 0,1,5,5
Case 3274,12,12 0 0 0 0 0 0,1,11,1
Case 3274,12,12 12 0 0 0 0 0,2,11,1
Case 3274,12,12 12 12 0 0 0 0,3,1,1
Case 3274,2,12 12 12 2 0 0 0,4,1,1
Case 2757,7,7 0 0 0 0 0 0,1,7,6
Case 3366,2,2 0 0 0 0 0 0,1,1,2
Case 3366,2,2 2 0 0 0 0 0,2,2,2
Case 2759,9,9 0 0 0 0 0 0,1,2,2
Case 2902,2,2 0 0 0 0 0 0,1,2,2
Case 3959,7,7 0 0 0 0 0 0,1,7,6
Case 455,2,2 0 0 0 0 0 0,1,1,1
Case 2432,2,2 0 0 0 0 0 0,1,1,1
Case 3748,6,6 0 0 0 0 0 0,1,5,5
Case 4490,7,7 0 0 0 0 0 0,1,7,6
Case 3114,12,12 0 0 0 0 0 0,1,11,11
Case 796,3,3 0 0 0 0 0 0,1,6,7
Case 749,3,3 0 0 0 0 0 0,1,3,3
Case 749,4,3 4 0 0 0 0 0,2,3,3
Case 4434,2,2 0 0 0 0 0 0,1,1,1
Case 3973,11,11 0 0 0 0 0 0,1,14,14
Case 2420,4,4 0 0 0 0 0 0,1,3,3
Case 2517,3,3 0 0 0 0 0 0,1,6,7
Case 525,5,5 0 0 0 0 0 0,1,4,4
Case 3757,16,16 0 0 0 0 0 0,1,16,16
Case 257,6,6 0 0 0 0 0 0,1,5,5
Case 864,2,2 0 0 0 0 0 0,1,1,1
Case 2411,2,2 0 0 0 0 0 0,1,13,12
Case 4006,2,2 0 0 0 0 0 0,1,15,15
Case 2784,2,2 0 0 0 0 0 0,1,1,1
Case 4005,9,9 0 0 0 0 0 0,1,2,2
Case 4003,5,5 0 0 0 0 0 0,1,14,14
Case 4003,11,5 11 0 0 0 0 0,2,14,14
Case 3597,2,2 0 0 0 0 0 0,1,16,16
Case 2633,2,2 0 0 0 0 0 0,1,1,1
Case 2633,2,2 2 0 0 0 0 0,2,1,1
Case 2468,9,9 0 0 0 0 0 0,1,2,2
Case 3248,5,5 0 0 0 0 0 0,1,4,4
Case 3248,5,5 5 0 0 0 0 0,2,4,4
Case 2660,5,5 0 0 0 0 0 0,1,4,4
Case 2640,14,14 0 0 0 0 0 0,1,9,9
Case 2845,15,15 0 0 0 0 0 0,1,13,12
Case 3586,11,11 0 0 0 0 0 0,1,14,14
Case 64,2,2 0 0 0 0 0 0,1,1,1
Case 3504,2,2 0 0 0 0 0 0,1,1,1
Case 2281,2,2 0 0 0 0 0 0,1,1,1
Case 39,4,4 0 0 0 0 0 0,1,1,1
Case 2738,3,3 0 0 0 0 0 0,1,6,7
Case 2936,6,6 0 0 0 0 0 0,1,5,5
Case 2936,6,6 6 0 0 0 0 0,2,5,5
Case 2936,6,6 6 6 0 0 0 0,3,5,5
Case 3152,6,6 0 0 0 0 0 0,1,5,5
Case 2751,9,9 0 0 0 0 0 0,1,2,2
Case 2441,2,2 0 0 0 0 0 0,1,1,1
Case 2441,2,2 2 0 0 0 0 0,2,1,1
Case 2423,16,16 0 0 0 0 0 0,1,16,16
Case 3038,9,9 0 0 0 0 0 0,1,2,2
Case 3038,9,9 9 0 0 0 0 0,2,2,2
Case 3038,9,9 9 9 0 0 0 0,3,2,2
Case 459,9,9 0 0 0 0 0 0,1,2,2
Case 3482,2,2 0 0 0 0 0 0,1,1,1
Case 2799,2,2 0 0 0 0 0 0,1,1,1
Case 2710,2,2 0 0 0 0 0 0,1,14,14
Case 367,2,2 0 0 0 0 0 0,1,1,1
Case 234,2,2 0 0 0 0 0 0,1,1,1
Case 672,2,2 0 0 0 0 0 0,1,1,1
Case 34,11,11 0 0 0 0 0 0,1,14,14
Case 547,18,18 0 0 0 0 0 0,1,19,19
Case 2655,2,2 0 0 0 0 0 0,1,1,1
Case 2285,3,3 0 0 0 0 0 0,1,6,7
Case 3194,2,2 0 0 0 0 0 0,1,1,5
Case 3194,2,2 2 0 0 0 0 0,2,1,5
Case 3194,2,2 2 2 0 0 0 0,3,5,5
Case 3194,6,2 2 2 6 0 0 0,4,5,5
Case 3195,6,6 0 0 0 0 0 0,1,5,5
Case 3196,16,16 0 0 0 0 0 0,1,16,16
Case 3198,3,3 0 0 0 0 0 0,1,10,10
Case 32,6,6 0 0 0 0 0 0,1,5,5
Case 320,7,7 0 0 0 0 0 0,1,1,1
Case 3200,6,6 0 0 0 0 0 0,1,5,5
Case 3200,6,6 6 0 0 0 0 0,2,5,5
Case 3205,3,3 0 0 0 0 0 0,1,1,1
Case 3193,2,2 0 0 0 0 0 0,1,14,14
Case 3185,2,2 0 0 0 0 0 0,1,1,1
Case 3185,2,2 2 0 0 0 0 0,2,1,1
Case 3185,2,2 2 2 0 0 0 0,3,1,1
Case 3187,2,2 0 0 0 0 0 0,1,1,1
Case 3188,3,3 0 0 0 0 0 0,1,6,7
Case 3189,3,3 0 0 0 0 0 0,1,6,7
Case 3190,9,9 0 0 0 0 0 0,1,8,8
Case 3190,10,9 10 0 0 0 0 0,2,8,8
Case 3191,7,7 0 0 0 0 0 0,1,1,1
Case 3192,2,2 0 0 0 0 0 0,1,1,1
Case 3206,3,3 0 0 0 0 0 0,1,6,7
Case 3218,3,3 0 0 0 0 0 0,1,6,7
Case 3218,3,3 3 0 0 0 0 0,2,6,7
Case 3219,6,6 0 0 0 0 0 0,1,5,5
Case 322,11,11 0 0 0 0 0 0,1,14,14
Case 322,11,11 11 0 0 0 0 0,2,14,14
Case 3224,9,9 0 0 0 0 0 0,1,2,4
Case 3224,9,9 9 0 0 0 0 0,2,4,4
Case 3224,5,9 9 5 0 0 0 0,3,4,4
Case 3224,5,9 9 5 5 0 0 0,4,4,4
Case 3225,3,3 0 0 0 0 0 0,1,6,7
Case 3216,6,6 0 0 0 0 0 0,1,5,5
Case 3207,3,3 0 0 0 0 0 0,1,2,2
Case 3207,9,3 9 0 0 0 0 0,2,2,2
Case 3208,2,2 0 0 0 0 0 0,1,1,1
Case 3209,12,12 0 0 0 0 0 0,1,11,11
Case 3209,12,12 12 0 0 0 0 0,2,11,11
Case 321,18,18 0 0 0 0 0 0,1,1,10
Case 321,2,18 2 0 0 0 0 0,2,10,10
Case 321,8,18 2 8 0 0 0 0,3,10,10
Case 3210,12,12 0 0 0 0 0 0,1,11,11
Case 3210,12,12 12 0 0 0 0 0,2,11,11
Case 3149,2,2 0 0 0 0 0 0,1,1,1
Case 3149,2,2 2 0 0 0 0 0,2,1,1
Case 315,11,11 0 0 0 0 0 0,1,14,14
Case 3150,15,15 0 0 0 0 0 0,1,13,12
Case 3152,6,6 0 0 0 0 0 0,1,5,5
Case 3152,6,6 6 0 0 0 0 0,2,5,5
Case 3153,7,7 0 0 0 0 0 0,1,1,1
Case 3153,2,7 2 0 0 0 0 0,2,1,1
Case 3155,6,6 0 0 0 0 0 0,1,5,6
Case 3155,6,6 6 0 0 0 0 0,2,7,6
Case 3155,7,6 6 7 0 0 0 0,3,7,6
Case 3156,3,3 0 0 0 0 0 0,1,6,7
Case 3157,3,3 0 0 0 0 0 0,1,6,7
Case 3158,3,3 0 0 0 0 0 0,1,3,3
Case 3135,3,3 0 0 0 0 0 0,1,6,7
Case 3136,6,6 0 0 0 0 0 0,1,5,5
Case 3140,3,3 0 0 0 0 0 0,1,7,6
Case 3140,7,3 7 0 0 0 0 0,2,7,6
Case 3142,11,11 0 0 0 0 0 0,1,14,14
Case 3142,11,11 11 0 0 0 0 0,2,14,14
Case 3144,3,3 0 0 0 0 0 0,1,10,10
Case 3144,8,3 8 0 0 0 0 0,2,10,10
Case 3146,3,3 0 0 0 0 0 0,1,10,10
Case 316,12,12 0 0 0 0 0 0,1,1,1
Case 3170,5,5 0 0 0 0 0 0,1,4,2
Case 3170,5,5 5 0 0 0 0 0,2,2,2
Case 3171,2,2 0 0 0 0 0 0,1,1,3
Case 3171,2,2 2 0 0 0 0 0,2,3,3
Case 3173,6,6 0 0 0 0 0 0,1,1,1
Case 3173,2,6 2 0 0 0 0 0,2,1,1
Case 3174,6,6 0 0 0 0 0 0,1,5,6
Case 3174,6,6 6 0 0 0 0 0,2,7,6
Case 3176,2,2 0 0 0 0 0 0,1,1,1
Case 3177,2,2 0 0 0 0 0 0,1,1,1
Case 3177,2,2 2 0 0 0 0 0,2,1,1
Case 3178,3,3 0 0 0 0 0 0,1,6,7
Case 317,3,3 0 0 0 0 0 0,1,6,7
Case 3160,3,3 0 0 0 0 0 0,1,6,7
Case 3161,3,3 0 0 0 0 0 0,1,10,10
Case 3163,9,9 0 0 0 0 0 0,1,12,13
Case 3163,13,9 13 0 0 0 0 0,2,12,13
Case 3165,9,9 0 0 0 0 0 0,1,2,2
Case 3166,3,3 0 0 0 0 0 0,1,3,2
Case 3166,4,3 4 0 0 0 0 0,2,2,2
Case 3167,2,2 0 0 0 0 0 0,1,1,1
Case 3167,2,2 2 0 0 0 0 0,2,1,1
Case 3169,3,3 0 0 0 0 0 0,1,8,8
Case 3169,10,3 10 0 0 0 0 0,2,8,8
Case 3230,2,2 0 0 0 0 0 0,1,13,12
Case 3230,15,2 15 0 0 0 0 0,2,13,12
Case 3291,9,9 0 0 0 0 0 0,1,2,2
Case 3292,9,9 0 0 0 0 0 0,1,2,2
Case 3292,9,9 9 0 0 0 0 0,2,2,2
Case 3292,9,9 9 9 0 0 0 0,3,2,2
Case 3292,9,9 9 9 9 0 0 0,4,2,2
Case 3295,6,6 0 0 0 0 0 0,1,5,5
Case 3295,6,6 6 0 0 0 0 0,2,5,5
Case 3298,11,11 0 0 0 0 0 0,1,1,1
Case 3299,3,3 0 0 0 0 0 0,1,6,7
Case 3299,3,3 3 0 0 0 0 0,2,6,7
Case 3290,9,9 0 0 0 0 0 0,1,2,7
Case 3290,9,9 9 0 0 0 0 0,2,6,7
Case 3281,3,3 0 0 0 0 0 0,1,10,10
Case 3281,8,3 8 0 0 0 0 0,2,10,10
Case 3282,3,3 0 0 0 0 0 0,1,6,7
Case 3282,3,3 3 0 0 0 0 0,2,6,7
Case 3282,3,3 3 3 0 0 0 0,3,6,7
Case 3283,3,3 0 0 0 0 0 0,1,3,3
Case 3284,3,3 0 0 0 0 0 0,1,1,1
Case 3284,2,3 2 0 0 0 0 0,2,1,1
Case 3287,2,2 0 0 0 0 0 0,1,1,1
Case 3287,2,2 2 0 0 0 0 0,2,1,1
Case 3288,3,3 0 0 0 0 0 0,1,6,7
Case 3288,3,3 3 0 0 0 0 0,2,6,7
Case 3302,2,2 0 0 0 0 0 0,1,1,1
Case 3302,2,2 2 0 0 0 0 0,2,1,1
Case 3302,2,2 2 2 0 0 0 0,3,1,1
Case 3317,7,7 0 0 0 0 0 0,1,2,2
Case 3317,9,7 9 0 0 0 0 0,2,2,2
Case 3318,3,3 0 0 0 0 0 0,1,1,1
Case 3318,2,3 2 0 0 0 0 0,2,1,1
Case 332,2,2 0 0 0 0 0 0,1,1,1
Case 332,2,2 2 0 0 0 0 0,2,1,1
Case 3320,3,3 0 0 0 0 0 0,1,6,7
Case 3320,3,3 3 0 0 0 0 0,2,6,7
Case 3322,3,3 0 0 0 0 0 0,1,3,7
Case 3322,4,3 4 0 0 0 0 0,2,6,7
Case 3322,3,3 4 3 0 0 0 0,3,6,7
Case 3323,9,9 0 0 0 0 0 0,1,2,2
Case 3323,9,9 9 0 0 0 0 0,2,2,2
Case 3323,9,9 9 9 0 0 0 0,3,2,2
Case 3316,5,5 0 0 0 0 0 0,1,4,4
Case 3316,5,5 5 0 0 0 0 0,2,4,4
Case 3316,5,5 5 5 0 0 0 0,3,4,4
Case 3316,5,5 5 5 5 0 0 0,4,4,4
Case 3304,6,6 0 0 0 0 0 0,1,5,5
Case 3306,12,12 0 0 0 0 0 0,1,1,1
Case 3306,2,12 2 0 0 0 0 0,2,1,1
Case 3312,9,9 0 0 0 0 0 0,1,2,2
Case 3312,9,9 9 0 0 0 0 0,2,2,2
Case 328,3,3 0 0 0 0 0 0,1,6,7
Case 328,3,3 3 0 0 0 0 0,2,6,7
Case 3243,3,3 0 0 0 0 0 0,1,10,10
Case 3244,16,16 0 0 0 0 0 0,1,16,16
Case 3247,9,9 0 0 0 0 0 0,1,2,2
Case 3247,9,9 9 0 0 0 0 0,2,2,2
Case 3250,6,6 0 0 0 0 0 0,1,5,5
Case 3251,11,11 0 0 0 0 0 0,1,14,14
Case 3251,11,11 11 0 0 0 0 0,2,14,14
Case 3242,4,4 0 0 0 0 0 0,1,3,3
Case 3241,3,3 0 0 0 0 0 0,1,6,7
Case 3231,4,4 0 0 0 0 0 0,1,1,1
Case 3233,3,3 0 0 0 0 0 0,1,6,7
Case 3235,6,6 0 0 0 0 0 0,1,5,16
Case 3235,6,6 6 0 0 0 0 0,2,16,16
Case 3235,16,6 6 16 0 0 0 0,3,16,16
Case 3236,4,4 0 0 0 0 0 0,1,3,3
Case 3236,4,4 4 0 0 0 0 0,2,3,3
Case 3237,2,2 0 0 0 0 0 0,1,1,1
Case 3237,2,2 2 0 0 0 0 0,2,1,1
Case 3240,4,4 0 0 0 0 0 0,1,7,6
Case 3258,9,9 0 0 0 0 0 0,1,2,2
Case 3270,6,6 0 0 0 0 0 0,1,2,2
Case 3270,9,6 9 0 0 0 0 0,2,2,2
Case 3272,3,3 0 0 0 0 0 0,1,6,7
Case 3275,3,3 0 0 0 0 0 0,1,6,7
Case 3275,3,3 3 0 0 0 0 0,2,6,7
Case 3275,3,3 3 3 0 0 0 0,3,6,7
Case 3277,6,6 0 0 0 0 0 0,1,5,6
Case 3277,6,6 6 0 0 0 0 0,2,7,6
Case 3278,6,6 0 0 0 0 0 0,1,5,6
Case 3278,6,6 6 0 0 0 0 0,2,7,6
Case 3269,3,3 0 0 0 0 0 0,1,6,7
Case 3269,3,3 3 0 0 0 0 0,2,6,7
Case 3268,13,13 0 0 0 0 0 0,1,6,13
Case 3268,3,13 3 0 0 0 0 0,2,12,13
Case 3259,3,3 0 0 0 0 0 0,1,6,7
Case 3260,4,4 0 0 0 0 0 0,1,8,8
Case 3260,10,4 10 0 0 0 0 0,2,8,8
Case 3261,2,2 0 0 0 0 0 0,1,4,4
Case 3263,3,3 0 0 0 0 0 0,1,3,3
Case 3264,15,15 0 0 0 0 0 0,1,6,7
Case 3265,4,4 0 0 0 0 0 0,1,3,3
Case 3266,15,15 0 0 0 0 0 0,1,12,13
Case 3266,13,15 13 0 0 0 0 0,2,12,13
Case 3267,3,3 0 0 0 0 0 0,1,2,2
Case 3134,7,7 0 0 0 0 0 0,1,6,7
Case 3133,9,9 0 0 0 0 0 0,1,2,2
Case 3009,4,4 0 0 0 0 0 0,1,1,1
Case 301,8,8 0 0 0 0 0 0,1,10,12
Case 301,8,8 8 0 0 0 0 0,2,10,12
Case 301,8,8 8 8 0 0 0 0,3,13,12
Case 301,15,8 8 8 15 0 0 0,4,13,12
Case 3011,3,3 0 0 0 0 0 0,1,2,2
Case 3011,9,3 9 0 0 0 0 0,2,2,2
Case 3012,9,9 0 0 0 0 0 0,1,2,2
Case 3012,9,9 9 0 0 0 0 0,2,2,2
Case 3014,2,2 0 0 0 0 0 0,1,6,7
Case 3014,3,2 3 0 0 0 0 0,2,6,7
Case 3016,2,2 0 0 0 0 0 0,1,1,1
Case 3016,2,2 2 0 0 0 0 0,2,1,1
Case 3007,3,3 0 0 0 0 0 0,1,6,7
Case 3007,3,3 3 0 0 0 0 0,2,6,7
Case 2997,2,2 0 0 0 0 0 0,1,6,7
Case 2999,12,12 0 0 0 0 0 0,1,11,11
Case 2999,12,12 12 0 0 0 0 0,2,11,11
Case 300,3,3 0 0 0 0 0 0,1,6,7
Case 3000,6,6 0 0 0 0 0 0,1,5,5
Case 3000,6,6 6 0 0 0 0 0,2,5,5
Case 3002,3,3 0 0 0 0 0 0,1,6,7
Case 3002,3,3 3 0 0 0 0 0,2,6,7
Case 3003,7,7 0 0 0 0 0 0,1,7,6
Case 3003,7,7 7 0 0 0 0 0,2,7,6
Case 3017,4,4 0 0 0 0 0 0,1,3,3
Case 3017,4,4 4 0 0 0 0 0,2,3,3
Case 3031,11,11 0 0 0 0 0 0,1,14,14
Case 3032,3,3 0 0 0 0 0 0,1,6,7
Case 3032,3,3 3 0 0 0 0 0,2,6,7
Case 3033,6,6 0 0 0 0 0 0,1,5,5
Case 3036,6,6 0 0 0 0 0 0,1,1,1
Case 3036,2,6 2 0 0 0 0 0,2,1,1
Case 304,3,3 0 0 0 0 0 0,1,2,2
Case 304,9,3 9 0 0 0 0 0,2,2,2
Case 303,2,2 0 0 0 0 0 0,1,1,1
Case 303,2,2 2 0 0 0 0 0,2,1,1
Case 3019,3,3 0 0 0 0 0 0,1,10,10
Case 3019,8,3 8 0 0 0 0 0,2,10,10
Case 302,9,9 0 0 0 0 0 0,1,10,10
Case 3020,7,7 0 0 0 0 0 0,1,7,6
Case 3020,7,7 7 0 0 0 0 0,2,7,6
Case 3024,3,3 0 0 0 0 0 0,1,6,7
Case 3027,9,9 0 0 0 0 0 0,1,18,18
Case 3028,3,3 0 0 0 0 0 0,1,12,13
Case 3028,13,3 13 0 0 0 0 0,2,12,13
Case 2995,15,15 0 0 0 0 0 0,1,2,12
Case 2995,9,15 9 0 0 0 0 0,2,13,12
Case 2967,9,9 0 0 0 0 0 0,1,2,7
Case 2967,9,9 9 0 0 0 0 0,2,2,7
Case 2967,9,9 9 9 0 0 0 0,3,6,7
Case 2968,3,3 0 0 0 0 0 0,1,1,1
Case 2969,3,3 0 0 0 0 0 0,1,9,9
Case 297,18,18 0 0 0 0 0 0,1,1,1
Case 297,2,18 2 0 0 0 0 0,2,1,1
Case 2971,3,3 0 0 0 0 0 0,1,13,12
Case 2972,3,3 0 0 0 0 0 0,1,6,4
Case 2972,3,3 3 0 0 0 0 0,2,4,4
Case 2972,5,3 3 5 0 0 0 0,3,4,4
Case 2973,3,3 0 0 0 0 0 0,1,6,3
Case 2973,3,3 3 0 0 0 0 0,2,3,3
Case 2974,3,3 0 0 0 0 0 0,1,6,7
Case 2974,3,3 3 0 0 0 0 0,2,6,7
Case 2965,12,12 0 0 0 0 0 0,1,1,11
Case 2965,2,12 2 0 0 0 0 0,2,11,11
Case 2955,16,16 0 0 0 0 0 0,1,16,16
Case 2955,16,16 16 0 0 0 0 0,2,16,16
Case 2957,9,9 0 0 0 0 0 0,1,2,2
Case 2957,9,9 9 0 0 0 0 0,2,2,2
Case 2958,3,3 0 0 0 0 0 0,1,10,10
Case 2960,3,3 0 0 0 0 0 0,1,6,7
Case 2960,3,3 3 0 0 0 0 0,2,6,7
Case 2961,3,3 0 0 0 0 0 0,1,10,10
Case 2963,7,7 0 0 0 0 0 0,1,7,6
Case 2975,17,17 0 0 0 0 0 0,1,1,1
Case 2986,3,3 0 0 0 0 0 0,1,6,7
Case 2986,3,3 3 0 0 0 0 0,2,6,7
Case 2987,3,3 0 0 0 0 0 0,1,6,7
Case 2989,3,3 0 0 0 0 0 0,1,10,10
Case 2989,8,3 8 0 0 0 0 0,2,10,10
Case 299,9,9 0 0 0 0 0 0,1,1,1
Case 2991,6,6 0 0 0 0 0 0,1,5,9
Case 2991,6,6 6 0 0 0 0 0,2,9,9
Case 2993,2,2 0 0 0 0 0 0,1,13,12
Case 2993,15,2 15 0 0 0 0 0,2,13,12
Case 2994,9,9 0 0 0 0 0 0,1,9,9
Case 2985,4,4 0 0 0 0 0 0,1,6,7
Case 2976,2,2 0 0 0 0 0 0,1,1,1
Case 2977,2,2 0 0 0 0 0 0,1,1,1
Case 2977,2,2 2 0 0 0 0 0,2,1,1
Case 2978,3,3 0 0 0 0 0 0,1,6,7
Case 298,2,2 0 0 0 0 0 0,1,11,11
Case 298,12,2 12 0 0 0 0 0,2,11,11
Case 2980,2,2 0 0 0 0 0 0,1,1,1
Case 2980,2,2 2 0 0 0 0 0,2,1,1
Case 2981,17,17 0 0 0 0 0 0,1,15,15
Case 2981,17,17 17 0 0 0 0 0,2,15,15
Case 2981,17,17 17 17 0 0 0 0,3,15,15
Case 2983,2,2 0 0 0 0 0 0,1,1,1
Case 2983,2,2 2 0 0 0 0 0,2,1,1
Case 3044,7,7 0 0 0 0 0 0,1,7,6
Case 3103,3,3 0 0 0 0 0 0,1,1,1
Case 3104,6,6 0 0 0 0 0 0,1,5,5
Case 3105,3,3 0 0 0 0 0 0,1,6,7
Case 3106,7,7 0 0 0 0 0 0,1,7,6
Case 3107,3,3 0 0 0 0 0 0,1,6,7
Case 3108,3,3 0 0 0 0 0 0,1,6,7
Case 3109,7,7 0 0 0 0 0 0,1,2,2
Case 3109,9,7 9 0 0 0 0 0,2,2,2
Case 311,4,4 0 0 0 0 0 0,1,3,3
Case 311,4,4 4 0 0 0 0 0,2,3,3
Case 3111,3,3 0 0 0 0 0 0,1,6,7
Case 3112,11,11 0 0 0 0 0 0,1,1,1
Case 3100,9,9 0 0 0 0 0 0,1,5,16
Case 3100,6,9 6 0 0 0 0 0,2,16,16
Case 3091,3,3 0 0 0 0 0 0,1,3,3
Case 3092,9,9 0 0 0 0 0 0,1,2,2
Case 3092,9,9 9 0 0 0 0 0,2,2,2
Case 3093,3,3 0 0 0 0 0 0,1,2,2
Case 3094,7,7 0 0 0 0 0 0,1,7,6
Case 3095,7,7 0 0 0 0 0 0,1,7,6
Case 3095,7,7 7 0 0 0 0 0,2,7,6
Case 3098,9,9 0 0 0 0 0 0,1,2,2
Case 3098,9,9 9 0 0 0 0 0,2,2,2
Case 3113,2,2 0 0 0 0 0 0,1,1,1
Case 3124,6,6 0 0 0 0 0 0,1,5,16
Case 3124,6,6 6 0 0 0 0 0,2,16,16
Case 3127,3,3 0 0 0 0 0 0,1,6,7
Case 3129,2,2 0 0 0 0 0 0,1,1,1
Case 3130,2,2 0 0 0 0 0 0,1,1,1
Case 3131,6,6 0 0 0 0 0 0,1,5,2
Case 3131,6,6 6 0 0 0 0 0,2,2,2
Case 3132,2,2 0 0 0 0 0 0,1,1,1
Case 3132,2,2 2 0 0 0 0 0,2,1,1
Case 3121,22,22 0 0 0 0 0 0,1,1,15
Case 3121,2,22 2 0 0 0 0 0,2,15,15
Case 3114,9,9 0 0 0 0 0 0,1,1,1
Case 3115,3,3 0 0 0 0 0 0,1,1,1
Case 3116,2,2 0 0 0 0 0 0,1,1,1
Case 3116,2,2 2 0 0 0 0 0,2,1,1
Case 3117,12,12 0 0 0 0 0 0,1,8,8
Case 3117,10,12 10 0 0 0 0 0,2,8,8
Case 3090,9,9 0 0 0 0 0 0,1,2,2
Case 3090,9,9 9 0 0 0 0 0,2,2,2
Case 3118,11,11 0 0 0 0 0 0,1,14,14
Case 3118,11,11 11 0 0 0 0 0,2,14,14
Case 3119,3,3 0 0 0 0 0 0,1,13,12
Case 3119,15,3 15 0 0 0 0 0,2,13,12
Case 312,3,3 0 0 0 0 0 0,1,10,10
Case 312,8,3 8 0 0 0 0 0,2,10,10
Case 3120,3,3 0 0 0 0 0 0,1,12,13
Case 3120,13,3 13 0 0 0 0 0,2,12,13
Case 3055,7,7 0 0 0 0 0 0,1,5,5
Case 3055,6,7 6 0 0 0 0 0,2,5,5
Case 3057,3,3 0 0 0 0 0 0,1,7,6
Case 3059,3,3 0 0 0 0 0 0,1,1,3
Case 3059,2,3 2 0 0 0 0 0,2,3,3
Case 306,2,2 0 0 0 0 0 0,1,1,1
Case 306,2,2 2 0 0 0 0 0,2,1,1
Case 3060,3,3 0 0 0 0 0 0,1,1,1
Case 3062,3,3 0 0 0 0 0 0,1,6,7
Case 3062,3,3 3 0 0 0 0 0,2,6,7
Case 3062,3,3 3 3 0 0 0 0,3,6,7
Case 3063,6,6 0 0 0 0 0 0,1,10,10
Case 3064,9,9 0 0 0 0 0 0,1,10,10
Case 3054,6,6 0 0 0 0 0 0,1,5,1
Case 3054,6,6 6 0 0 0 0 0,2,1,1
Case 3045,3,3 0 0 0 0 0 0,1,6,7
Case 3047,3,3 0 0 0 0 0 0,1,7,6
Case 3047,7,3 7 0 0 0 0 0,2,7,6
Case 3049,6,6 0 0 0 0 0 0,1,5,5
Case 3049,6,6 6 0 0 0 0 0,2,5,5
Case 3049,6,6 6 6 0 0 0 0,3,5,5
Case 3049,6,6 6 6 6 0 0 0,4,5,5
Case 305,9,9 0 0 0 0 0 0,1,2,2
Case 305,9,9 9 0 0 0 0 0,2,2,2
Case 3051,2,2 0 0 0 0 0 0,1,1,1
Case 3065,6,6 0 0 0 0 0 0,1,5,5
Case 3080,11,11 0 0 0 0 0 0,1,14,14
Case 3080,11,11 11 0 0 0 0 0,2,14,14
Case 3081,3,3 0 0 0 0 0 0,1,2,2
Case 3082,11,11 0 0 0 0 0 0,1,14,3
Case 3082,11,11 11 0 0 0 0 0,2,3,3
Case 3084,2,2 0 0 0 0 0 0,1,1,1
Case 3084,2,2 2 0 0 0 0 0,2,1,1
Case 3084,2,2 2 2 0 0 0 0,3,1,1
Case 3086,7,7 0 0 0 0 0 0,1,7,6
Case 3086,7,7 7 0 0 0 0 0,2,7,6
Case 3088,7,7 0 0 0 0 0 0,1,5,5
Case 3088,6,7 6 0 0 0 0 0,2,5,5
Case 3079,8,8 0 0 0 0 0 0,1,10,21
Case 3079,8,8 8 0 0 0 0 0,2,20,21
Case 3067,3,3 0 0 0 0 0 0,1,7,6
Case 3069,3,3 0 0 0 0 0 0,1,2,2
Case 3069,9,3 9 0 0 0 0 0,2,2,2
Case 3071,3,3 0 0 0 0 0 0,1,6,7
Case 3071,3,3 3 0 0 0 0 0,2,6,7
Case 3072,9,9 0 0 0 0 0 0,1,2,3
Case 3072,9,9 9 0 0 0 0 0,2,3,3
